ibge;municipio;Masculino;Feminino;Total;perc_masc;perc_feminino
354870;SAO BERNARDO DO CAMPO;410310;439564;849874;0,482789213;0,517210787
270800;SANTANA DO IPANEMA;23131;24779;47910;0,482801085;0,517198915
410920;GUARACI;2683;2874;5557;0,482814468;0,517185532
261550;TRACUNHAEM;6690;7166;13856;0,482823326;0,517176674
432180;TRES DE MAIO;11514;12332;23846;0,482848276;0,517151724
293290;VALENCA;47258;50615;97873;0,482850224;0,517149776
320520;VILA VELHA;245628;263027;508655;0,482897052;0,517102948
354323;RIBEIRAO DOS INDIOS;1073;1149;2222;0,48289829;0,51710171
411460;MARECHAL CANDIDO RONDON;26092;27939;54031;0,48290796;0,51709204
292520;POJUCA;19510;20891;40401;0,482908839;0,517091161
292720;RUY BARBOSA;14922;15978;30900;0,482912621;0,517087379
310590;BARROSO;10132;10849;20981;0,482913112;0,517086888
351330;CRUZALIA;976;1045;2021;0,482929243;0,517070757
313130;IPATINGA;129108;138225;267333;0,482948233;0,517051767
317120;VESPASIANO;63682;68167;131849;0,482991907;0,517008093
312550;SAO GONCALO DO RIO PRETO;1535;1643;3178;0,483008181;0,516991819
500315;CORONEL SAPUCAIA;7462;7987;15449;0,483008609;0,516991391
312160;DIAMANTINA;23148;24776;47924;0,483014773;0,516985227
430930;GUAIBA;47496;50835;98331;0,483021631;0,516978369
313270;ITAMBACURI;11210;11997;23207;0,483043909;0,516956091
410640;CORNELIO PROCOPIO;23109;24731;47840;0,483047659;0,516952341
291530;ITAGIMIRIM;3277;3507;6784;0,483048349;0,516951651
150215;CANAA DOS CARAJAS;18889;20214;39103;0,483057566;0,516942434
270710;PIRANHAS;12233;13091;25324;0,483059548;0,516940452
330395;PINHEIRAL;12349;13214;25563;0,483081016;0,516918984
420205;BALNEARIO BARRA DO SUL;5445;5826;11271;0,483098217;0,516901783
150405;MAE DO RIO;14681;15708;30389;0,483102438;0,516897562
351540;FARTURA;7779;8323;16102;0,483107688;0,516892312
432130;TAQUARI;12999;13908;26907;0,483108485;0,516891515
351500;EMBU DAS ARTES;134916;144348;279264;0,483112754;0,516887246
270890;SATUBA;6784;7258;14042;0,483122062;0,516877938
315470;RIBEIRAO VERMELHO;1962;2099;4061;0,483132233;0,516867767
432240;URUGUAIANA;61247;65519;126766;0,483150056;0,516849944
431260;MUCUM;2400;2567;4967;0,483189048;0,516810952
410630;CORBELIA;8293;8869;17162;0,483218739;0,516781261
220935;SANTANA DO PIAUI;2247;2403;4650;0,483225806;0,516774194
220430;FRONTEIRAS;5649;6041;11690;0,483233533;0,516766467
432150;TORRES;19032;20349;39381;0,483278738;0,516721262
260910;MACHADOS;7998;8551;16549;0,483292042;0,516707958
210400;ESPERANTINOPOLIS;8202;8769;16971;0,483295033;0,516704967
292250;NAZARE;13852;14809;28661;0,483304839;0,516695161
210340;COELHO NETO;24071;25733;49804;0,483314593;0,516685407
270730;PORTO CALVO;13210;14121;27331;0,483333943;0,516666057
411840;PARANAVAI;43237;46217;89454;0,483343394;0,516656606
210750;PACO DO LUMIAR;60547;64718;125265;0,483351295;0,516648705
261120;POCAO;5466;5842;11308;0,483374602;0,516625398
240230;CARAUBAS;9952;10636;20588;0,483388382;0,516611618
220960;SAO FELIX DO PIAUI;1413;1510;2923;0,483407458;0,516592542
430467;CAPIVARI DO SUL;2317;2476;4793;0,483413311;0,516586689
291470;ITABERABA;31324;33471;64795;0,483432364;0,516567636
251620;SOUSA;33840;36157;69997;0,483449291;0,516550709
430215;BOA VISTA DAS MISSOES;1009;1078;2087;0,483469094;0,516530906
291330;ICHU;3013;3219;6232;0,483472401;0,516527599
241490;VICOSA;837;894;1731;0,483535529;0,516464471
353760;PERUIBE;33702;35995;69697;0,483550225;0,516449775
354340;RIBEIRAO PRETO;348216;371900;720116;0,483555427;0,516444573
410880;GUAIRA;16198;17299;33497;0,483565692;0,516434308
221020;SAO JOSE DO PIAUI;3238;3458;6696;0,483572282;0,516427718
210910;PRESIDENTE DUTRA;23341;24923;48264;0,483610973;0,516389027
421080;MELEIRO;3380;3609;6989;0,483617113;0,516382887
231030;PARAMBU;15182;16209;31391;0,483641808;0,516358192
230270;CAMPOS SALES;13308;14205;27513;0,483698615;0,516301385
312760;GOUVEIA;5713;6098;11811;0,483701634;0,516298366
431036;IMIGRANTE;1501;1602;3103;0,483725427;0,516274573
352720;LORENA;43310;46222;89532;0,483737658;0,516262342
311860;CONTAGEM;325974;347875;673849;0,483749327;0,516250673
350550;BARRETOS;59766;63780;123546;0,483755039;0,516244961
280100;CAMPO DO BRITO;8865;9460;18325;0,483765348;0,516234652
241300;SAO VICENTE;3133;3343;6476;0,483786288;0,516213712
220520;JAICOS;9305;9928;19233;0,483803879;0,516196121
420395;CAPIVARI DE BAIXO;12326;13151;25477;0,483808926;0,516191074
293060;SERROLANDIA;6527;6963;13490;0,483839881;0,516160119
290870;CONDEUBA;8280;8833;17113;0,483842693;0,516157307
291840;JUAZEIRO;106228;113316;219544;0,48385745;0,51614255
171865;RIO DA CONCEICAO;1070;1141;2211;0,483943917;0,516056083
431365;PALMARES DO SUL;5489;5853;11342;0,483953447;0,516046553
261020;PANELAS;12796;13642;26438;0,484000303;0,515999697
251360;SANTANA DOS GARROTES;3360;3582;6942;0,484010372;0,515989628
411520;MARINGA;211259;225213;436472;0,484015011;0,515984989
412810;UMUARAMA;54896;58520;113416;0,484023418;0,515976582
310110;AIMORES;12157;12959;25116;0,484034082;0,515965918
210550;JOAO LISBOA;11461;12216;23677;0,484056257;0,515943743
260810;JOAO ALFREDO;16250;17320;33570;0,484063152;0,515936848
260940;MORENO;30880;32912;63792;0,484073238;0,515926762
430970;HUMAITA;2281;2431;4712;0,484083192;0,515916808
351060;CARAPICUIBA;196238;209137;405375;0,48409004;0,51590996
251690;UIRAUNA;7434;7922;15356;0,484110445;0,515889555
230950;OROS;10332;11010;21342;0,484115828;0,515884172
410140;APUCARANA;66538;70900;137438;0,484131026;0,515868974
410430;CAMPO MOURAO;46526;49576;96102;0,484131444;0,515868556
430800;FAXINAL DO SOTURNO;3220;3431;6651;0,484137724;0,515862276
292800;SANTALUZ;18254;19450;37704;0,484139614;0,515860386
312850;GUARARA;1818;1937;3755;0,484154461;0,515845539
316850;TEIXEIRAS;5655;6025;11680;0,484160959;0,515839041
330190;ITABORAI;118341;126075;244416;0,484178614;0,515821386
220400;FRANCINOPOLIS;2588;2757;5345;0,484190833;0,515809167
350600;BAURU;184825;196881;381706;0,484207741;0,515792259
311840;CONSELHEIRO PENA;11125;11850;22975;0,48422198;0,51577802
241360;SEVERIANO MELO;844;899;1743;0,484222605;0,515777395
312500;EWBANK DA CAMARA;1904;2028;3932;0,484231943;0,515768057
350610;BEBEDOURO;37583;40029;77612;0,484242128;0,515757872
230540;ICO;33076;35227;68303;0,484253986;0,515746014
270440;MAJOR ISIDORO;9648;10275;19923;0,484264418;0,515735582
270540;MONTEIROPOLIS;3473;3698;7171;0,484311811;0,515688189
231250;SAO JOAO DO JAGUARIBE;3660;3897;7557;0,484319174;0,515680826
315830;SANTANA DA VARGEM;3413;3634;7047;0,484319569;0,515680431
210520;IGARAPE GRANDE;5547;5906;11453;0,484327251;0,515672749
293070;SIMOES FILHO;66412;70705;137117;0,484345486;0,515654514
220210;CAMPINAS DO PIAUI;2726;2902;5628;0,484363895;0,515636105
350280;ARACATUBA;96491;102719;199210;0,484368255;0,515631745
430280;CACAPAVA DO SUL;16215;17261;33476;0,484376867;0,515623133
320110;BOM JESUS DO NORTE;4838;5150;9988;0,484381258;0,515618742
330385;PATY DO ALFERES;13535;14407;27942;0,484396249;0,515603751
353880;PIRAJU;14498;15432;29930;0,484396926;0,515603074
312737;GOIABEIRA;1648;1754;3402;0,484420929;0,515579071
291170;GUANAMBI;41348;44005;85353;0,484435228;0,515564772
211223;TRIZIDELA DO VALE;10766;11457;22223;0,484453044;0,515546956
251398;SAO FRANCISCO;1636;1741;3377;0,484453657;0,515546343
317070;VARGINHA;66665;70943;137608;0,484455846;0,515544154
431346;NOVO XINGU;826;879;1705;0,484457478;0,515542522
270230;CORURIPE;27928;29719;57647;0,4844658;0,5155342
280350;LAGARTO;51361;54654;106015;0,484469179;0,515530821
291610;ITAPARICA;10872;11568;22440;0,484491979;0,515508021
251170;PILOEZINHOS;2392;2545;4937;0,48450476;0,51549524
230390;CHAVAL;6353;6759;13112;0,484517999;0,515482001
251250;QUEIMADAS;21508;22880;44388;0,484545373;0,515454627
410845;FOZ DO JORDAO;2164;2302;4466;0,484549933;0,515450067
250625;GADO BRAVO;4018;4274;8292;0,484563435;0,515436565
315490;RIO CASCA;6486;6898;13384;0,484608488;0,515391512
330045;BELFORD ROXO;249710;265529;515239;0,484648872;0,515351128
310150;ALEM PARAIBA;17175;18263;35438;0,484649247;0,515350753
410650;CORONEL VIVIDA;9902;10528;20430;0,484679393;0,515320607
250630;GUARABIRA;28785;30604;59389;0,484685716;0,515314284
230760;LIMOEIRO DO NORTE;29194;31038;60232;0,484692522;0,515307478
350745;BOREBI;1315;1398;2713;0,484703281;0,515296719
354660;SANTA FE DO SUL;15899;16897;32796;0,48478473;0,51521527
330100;CAMPOS DOS GOYTACAZES;249493;265150;514643;0,484788484;0,515211516
320130;CARIACICA;187370;199125;386495;0,484792818;0,515207182
431670;SANTA BARBARA DO SUL;3788;4025;7813;0,484832971;0,515167029
430680;ENCANTADO;11174;11873;23047;0,484835336;0,515164664
520890;GOIAS;10726;11396;22122;0,484856704;0,515143296
211150;SAO MATEUS DO MARANHAO;20243;21507;41750;0,484862275;0,515137725
411275;JESUITAS;4001;4250;8251;0,48491092;0,51508908
240190;CAICARA DO RIO DO VENTO;1816;1929;3745;0,484913218;0,515086782
210945;RAPOSA;15317;16269;31586;0,484930032;0,515069968
520540;CERES;10866;11541;22407;0,484937743;0,515062257
312980;IBIRITE;89248;94782;184030;0,484964408;0,515035592
412350;SANTA HELENA;13112;13924;27036;0,484982986;0,515017014
411375;LUNARDELLI;2277;2418;4695;0,484984026;0,515015974
231126;QUITERIANOPOLIS;10304;10942;21246;0,484985409;0,515014591
311550;CAXAMBU;10460;11106;21566;0,485022721;0,514977279
280670;SAO CRISTOVAO;44666;47424;92090;0,485025519;0,514974481
354425;ROSANA;7726;8203;15929;0,485027309;0,514972691
315110;PIRAPETINGA;5234;5557;10791;0,485033824;0,514966176
421720;SAO MIGUEL DO OESTE;20007;21239;41246;0,485065218;0,514934782
430700;ERECHIM;52081;55287;107368;0,485070039;0,514929961
313820;LAVRAS;51301;54455;105756;0,485088317;0,514911683
211110;SAO JOAO DOS PATOS;12643;13420;26063;0,485093811;0,514906189
150240;CASTANHAL;99769;105898;205667;0,4850997;0,5149003
430560;COLORADO;1498;1590;3088;0,485103627;0,514896373
353000;MIRA ESTRELA;1516;1609;3125;0,48512;0,51488
354110;PRESIDENTE ALVES;1973;2094;4067;0,48512417;0,51487583
220980;SAO GONCALO DO PIAUI;2447;2597;5044;0,485130849;0,514869151
291400;IPIRA;28760;30521;59281;0,485147012;0,514852988
270790;SANTA LUZIA DO NORTE;3563;3781;7344;0,485157952;0,514842048
270940;VICOSA;12447;13208;25655;0,485168583;0,514831417
316070;SANTOS DUMONT;22491;23866;46357;0,485169446;0,514830554
280360;LARANJEIRAS;14714;15613;30327;0,485178224;0,514821776
432100;TAPERA;5128;5441;10569;0,485192544;0,514807456
261200;SAIRE;4658;4942;9600;0,485208333;0,514791667
310570;BARRA LONGA;2380;2525;4905;0,485219164;0,514780836
353470;OURINHOS;55870;59269;115139;0,48523958;0,51476042
230423;CROATA;8832;9369;18201;0,485248063;0,514751937
410165;ARAPUA;1432;1519;2951;0,485259234;0,514740766
220192;BONFIM DO PIAUI;2766;2934;5700;0,485263158;0,514736842
240120;ARES;7049;7477;14526;0,485267796;0,514732204
351870;GUARUJA;157708;167269;324977;0,485289728;0,514710272
280740;TOBIAS BARRETO;25653;27208;52861;0,485291614;0,514708386
312800;GUANHAES;16897;17921;34818;0,485294962;0,514705038
430580;CONSTANTINA;4806;5097;9903;0,485307483;0,514692517
420930;LAGES;76270;80888;157158;0,485307779;0,514692221
261060;PAUDALHO;27831;29515;57346;0,485317197;0,514682803
314610;OURO PRETO;36315;38509;74824;0,485338929;0,514661071
221038;SAO MIGUEL DA BAIXA GRANDE;1192;1264;2456;0,48534202;0,51465798
354650;SANTA ERNESTINA;2707;2870;5577;0,485386408;0,514613592
410190;ASSAI;7180;7612;14792;0,485397512;0,514602488
290510;CAEM;4326;4586;8912;0,485412926;0,514587074
220887;RIBEIRA DO PIAUI;2184;2315;4499;0,485441209;0,514558791
270820;SAO BRAS;3387;3590;6977;0,4854522;0,5145478
291855;JUSSARI;2770;2936;5706;0,485453908;0,514546092
410980;IBIPORA;27034;28654;55688;0,485454676;0,514545324
430890;GETULIO VARGAS;7844;8314;16158;0,485456121;0,514543879
350900;CAIEIRAS;50509;53535;104044;0,485458075;0,514541925
412180;RIBEIRAO CLARO;5157;5465;10622;0,485501789;0,514498211
411830;PARANAPOEMA;1591;1686;3277;0,485505035;0,514494965
330060;BOM JESUS DO ITABAPOANA;18114;19192;37306;0,485551922;0,514448078
290195;APUAREMA;3532;3742;7274;0,485565026;0,514434974
431910;SAO MARTINHO;2591;2745;5336;0,485569715;0,514430285
330180;ENGENHEIRO PAULO DE FRONTIN;6865;7273;14138;0,485570802;0,514429198
250915;MARIZOPOLIS;3248;3441;6689;0,485573329;0,514426671
231290;SOBRAL;103172;109265;212437;0,485659278;0,514340722
313120;IPANEMA;9778;10355;20133;0,485670293;0,514329707
431080;IVOTI;12175;12893;25068;0,485678953;0,514321047
330250;MAGE;120323;127418;247741;0,48568061;0,51431939
240050;ALEXANDRIA;6571;6958;13529;0,485697391;0,514302609
250190;BELEM;8613;9120;17733;0,485704619;0,514295381
230370;CAUCAIA;179189;189729;368918;0,485714983;0,514285017
421870;TUBARAO;52042;55101;107143;0,485724686;0,514275314
355475;TRABIJU;851;901;1752;0,485730594;0,514269406
353850;PIQUETE;6555;6940;13495;0,485735458;0,514264542
355160;SERRA NEGRA;14412;15257;29669;0,485759547;0,514240453
172100;PALMAS;152217;161132;313349;0,485774647;0,514225353
351880;GUARULHOS;682367;722327;1404694;0,485776262;0,514223738
315600;RIO VERMELHO;6138;6497;12635;0,485793431;0,514206569
211125;SAO JOSE DOS BASILIOS;3711;3928;7639;0,48579657;0,51420343
270080;BELEM;2053;2173;4226;0,485802177;0,514197823
351570;FERRAZ DE VASCONCELOS;96515;102146;198661;0,485827616;0,514172384
410710;DIAMANTE DO NORTE;2417;2558;4975;0,485829146;0,514170854
260310;CACHOEIRINHA;10017;10601;20618;0,485837618;0,514162382
431295;NOVA BOA VISTA;841;890;1731;0,485846332;0,514153668
280760;UMBAUBA;12535;13265;25800;0,485852713;0,514147287
431010;IGREJINHA;18343;19411;37754;0,485855803;0,514144197
430150;AUGUSTO PESTANA;3180;3365;6545;0,485867074;0,514132926
411160;IVATUBA;1603;1696;3299;0,48590482;0,51409518
251070;PASSAGEM;1192;1261;2453;0,485935589;0,514064411
270270;FELIZ DESERTO;2334;2469;4803;0,485946284;0,514053716
412440;SANTO ANTONIO DO SUDOESTE;9891;10463;20354;0,485948708;0,514051292
410370;CAMBE;52544;55582;108126;0,485951575;0,514048425
432000;SAPUCAIA DO SUL;69252;73256;142508;0,485951666;0,514048334
240200;CAICO;33399;35327;68726;0,485973285;0,514026715
312385;ENTRE FOLHAS;2616;2767;5383;0,485974364;0,514025636
241100;RODOLFO FERNANDES;2166;2291;4457;0,485977115;0,514022885
351670;GARCA;21592;22837;44429;0,485988881;0,514011119
230250;BREJO SANTO;24395;25800;50195;0,486004582;0,513995418
353715;PEDRINHAS PAULISTA;1511;1598;3109;0,486008363;0,513991637
314390;MURIAE;53461;56536;109997;0,486022346;0,513977654
351110;CATANDUVA;59837;63277;123114;0,486029209;0,513970791
251010;NOVA FLORESTA;5159;5455;10614;0,486056152;0,513943848
430463;CAPAO DA CANOA;26738;28271;55009;0,486065916;0,513934084
352440;JACAREI;115259;121860;237119;0,486080829;0,513919171
220940;SANTO ANTONIO DE LISBOA;3143;3323;6466;0,486081039;0,513918961
250030;ALAGOA GRANDE;13797;14587;28384;0,486083709;0,513916291
412405;SANTA TEREZINHA DE ITAIPU;11631;12296;23927;0,486103565;0,513896435
280230;FREI PAULO;7626;8062;15688;0,486104029;0,513895971
250690;ITABAIANA;11843;12520;24363;0,48610598;0,51389402
130260;MANAUS;1096615;1159288;2255903;0,48610911;0,51389089
432300;VIAMAO;125101;132229;257330;0,48615008;0,51384992
430440;CANELA;22342;23615;45957;0,486150097;0,513849903
354750;SANTA RITA DO PASSA QUATRO;13438;14203;27641;0,486161861;0,513838139
220090;AROAZES;2829;2990;5819;0,486166008;0,513833992
430380;CAMPINAS DO SUL;2636;2786;5422;0,486167466;0,513832534
316720;SETE LAGOAS;118602;125348;243950;0,486173396;0,513826604
410360;CAMBARA;12431;13138;25569;0,486174665;0,513825335
431140;LAJEADO;41814;44191;86005;0,486181036;0,513818964
221000;SAO JOAO DO PIAUI;10074;10646;20720;0,486196911;0,513803089
420830;ITAPEMA;33705;35618;69323;0,486202271;0,513797729
311830;CONSELHEIRO LAFAIETE;63491;67093;130584;0,486208111;0,513791889
270895;SENADOR RUI PALMEIRA;6755;7138;13893;0,48621608;0,51378392
522185;VALPARAISO DE GOIAS;85441;90279;175720;0,486233781;0,513766219
293280;UTINGA;9399;9931;19330;0,486239007;0,513760993
210850;PINDARE-MIRIM;16137;17049;33186;0,486259266;0,513740734
240800;MOSSORO;147725;156067;303792;0,486270211;0,513729789
352044;ILHA SOLTEIRA;13074;13812;26886;0,486275385;0,513724615
250430;CATOLE DO ROCHA;14987;15832;30819;0,486290924;0,513709076
240770;MONTANHAS;5430;5736;11166;0,486297689;0,513702311
260140;BARREIROS;20846;22020;42866;0,486306163;0,513693837
312690;FREI INOCENCIO;4725;4991;9716;0,486311239;0,513688761
317190;VIRGOLANDIA;2579;2724;5303;0,486328493;0,513671507
291760;JAGUAQUARA;26706;28207;54913;0,486332927;0,513667073
292900;SAO FELIX;7190;7594;14784;0,48633658;0,51366342
270760;QUEBRANGULO;5448;5754;11202;0,486341725;0,513658275
420900;JOACABA;14923;15761;30684;0,486344675;0,513655325
220880;REGENERACAO;8744;9235;17979;0,48634518;0,51365482
354130;PRESIDENTE EPITACIO;21678;22894;44572;0,486359149;0,513640851
250520;CUITEGI;3282;3466;6748;0,486366331;0,513633669
350480;BALSAMO;4479;4730;9209;0,486372027;0,513627973
211176;SENADOR LA ROCQUE;6800;7181;13981;0,486374365;0,513625635
353060;MOGI DAS CRUZES;221586;234001;455587;0,486374721;0,513625279
230015;ACARAPE;7364;7776;15140;0,486393659;0,513606341
240010;ACARI;5402;5704;11106;0,486403746;0,513596254
291050;ENTRE RIOS;20436;21578;42014;0,486409292;0,513590708
411850;PATO BRANCO;41240;43539;84779;0,486441218;0,513558782
220790;PEDRO II;18881;19931;38812;0,486473256;0,513526744
410755;FAROL;1457;1538;2995;0,486477462;0,513522538
210740;OLHO D'AGUA DAS CUNHAS;9543;10073;19616;0,48649062;0,51350938
320150;COLATINA;60464;63819;124283;0,486502579;0,513497421
261050;PASSIRA;14039;14817;28856;0,486519268;0,513480732
241020;PORTALEGRE;3865;4079;7944;0,486530715;0,513469285
292500;PLANALTO;12933;13648;26581;0,486550544;0,513449456
280500;PEDRA MOLE;1610;1699;3309;0,486551828;0,513448172
316340;SAO JOSE DO GOIABAL;2606;2750;5356;0,486557132;0,513442868
431020;IJUI;40892;43149;84041;0,48657203;0,51342797
352070;INDIAPORA;1886;1990;3876;0,486584107;0,513415893
431870;SAO LEOPOLDO;116967;123411;240378;0,486596111;0,513403889
354625;SANTA CRUZ DA ESPERANCA;1054;1112;2166;0,486611265;0,513388735
251240;PUXINANA;6716;7085;13801;0,486631404;0,513368596
250600;ESPERANCA;16248;17138;33386;0,48667106;0,51332894
251310;SALGADO DE SAO FELIX;5900;6223;12123;0,486678215;0,513321785
250920;MASSARANDUBA;6851;7226;14077;0,486680401;0,513319599
521000;INHUMAS;26114;27541;53655;0,486702078;0,513297922
290460;BRUMADO;32837;34631;67468;0,486704808;0,513295192
410550;CIANORTE;41361;43619;84980;0,486714521;0,513285479
521740;PIRES DO RIO;15531;16378;31909;0,486727882;0,513272118
412770;TOLEDO;70382;74219;144601;0,486732457;0,513267543
313375;ITAU DE MINAS;7927;8359;16286;0,486737075;0,513262925
352430;JABOTICABAL;37980;40049;78029;0,486742109;0,513257891
292910;SAO FELIPE;10262;10821;21083;0,486742873;0,513257127
410450;CAPANEMA;9332;9840;19172;0,486751513;0,513248487
270490;MAR VERMELHO;1691;1783;3474;0,48675878;0,51324122
411790;PALOTINA;15766;16623;32389;0,4867702;0,5132298
311265;CAPITAO ANDRADE;2706;2853;5559;0,486778198;0,513221802
290687;CAPIM GROSSO;15117;15938;31055;0,486781517;0,513218483
270200;COITE DO NOIA;5157;5437;10594;0,486784973;0,513215027
220900;RIO GRANDE DO PIAUI;3132;3302;6434;0,486788934;0,513211066
352500;JANDIRA;62181;65553;127734;0,486800695;0,513199305
350750;BOTUCATU;72883;76835;149718;0,486801854;0,513198146
292405;PE DE SERRA;6589;6946;13535;0,486811969;0,513188031
350010;ADAMANTINA;17113;18040;35153;0,486814781;0,513185219
270050;BARRA DE SANTO ANTONIO;7887;8314;16201;0,486821801;0,513178199
430845;FORTALEZA DOS VALOS;2070;2182;4252;0,486829727;0,513170273
316020;SANTO ANTONIO DO ITAMBE;1832;1931;3763;0,486845602;0,513154398
411342;LIDIANOPOLIS;1536;1619;3155;0,486846276;0,513153724
351620;FRANCA;174556;183983;358539;0,486853592;0,513146408
110028;ROLIM DE MOURA;27143;28605;55748;0,486887422;0,513112578
210193;BERNARDO DO MEARIM;2971;3131;6102;0,486889544;0,513110456
290030;ACAJUTIBA;7408;7806;15214;0,486919942;0,513080058
290010;ABAIRA;4227;4454;8681;0,486925469;0,513074531
430110;ARROIO DOS RATOS;6915;7286;14201;0,48693754;0,51306246
250450;CONDADO;3244;3418;6662;0,486940859;0,513059141
250070;SAO JOAO DO RIO DO PEIXE;8775;9245;18020;0,486958935;0,513041065
411095;ITAIPULANDIA;5643;5945;11588;0,486969279;0,513030721
430920;GRAVATAI;139065;146499;285564;0,486983653;0,513016347
280060;BARRA DOS COQUEIROS;15311;16128;31439;0,487006584;0,512993416
411990;PONTA GROSSA;174771;184067;358838;0,48704708;0,51295292
230410;CRATEUS;36647;38594;75241;0,487061575;0,512938425
231110;PORTEIRAS;7267;7653;14920;0,487064343;0,512935657
421003;LUZERNA;2768;2915;5683;0,48706669;0,51293331
412862;ALTO PARAISO;1281;1349;2630;0,487072243;0,512927757
220640;MONSENHOR GIL;5145;5418;10563;0,487077535;0,512922465
316260;SAO JOAO DO ORIENTE;3601;3792;7393;0,487082375;0,512917625
210980;SANTA HELENA;20862;21967;42829;0,487099862;0,512900138
314560;OLIVEIRA;20453;21534;41987;0,487126968;0,512873032
314660;PAIVA;739;778;1517;0,487145682;0,512854318
280370;MACAMBIRA;3411;3591;7002;0,48714653;0,51285347
260530;EXU;15447;16262;31709;0,487148759;0,512851241
432350;VISTA ALEGRE;1328;1398;2726;0,487160675;0,512839325
270410;LAGOA DA CANOA;8619;9073;17692;0,487169342;0,512830658
355370;TAQUARITINGA;28036;29511;57547;0,487184388;0,512815612
