codigo_municipio_ibge,municipio,mes_referencia,valor_medio_recebido_familia
351420,DOLCINÓPOLIS,02/2022,19474
351420,DOLCINÓPOLIS,09/2022,60455
351420,DOLCINÓPOLIS,06/2022,19314
351420,DOLCINÓPOLIS,04/2022,19627
351420,DOLCINÓPOLIS,01/2022,18626
351420,DOLCINÓPOLIS,11/2022,60440
351420,DOLCINÓPOLIS,05/2022,19439
351420,DOLCINÓPOLIS,08/2022,60484
351430,DOURADO,11/2022,60643
351430,DOURADO,06/2022,23692
351430,DOURADO,05/2022,24186
351430,DOURADO,08/2022,60740
351430,DOURADO,10/2022,60941
351430,DOURADO,07/2022,40802
351430,DOURADO,12/2022,60539
351430,DOURADO,03/2022,24074
351430,DOURADO,02/2022,23704
351430,DOURADO,01/2022,22829
351430,DOURADO,09/2022,60779
351430,DOURADO,04/2022,24013
351440,DRACENA,09/2022,60230
351440,DRACENA,02/2022,18192
351440,DRACENA,04/2022,18168
351440,DRACENA,01/2022,17739
351440,DRACENA,11/2022,60231
351440,DRACENA,05/2022,18215
351440,DRACENA,06/2022,17767
351440,DRACENA,08/2022,60240
351440,DRACENA,03/2022,18188
351440,DRACENA,12/2022,60431
351440,DRACENA,07/2022,40253
351440,DRACENA,10/2022,60262
351450,DUARTINA,03/2022,16161
351450,DUARTINA,10/2022,60087
351450,DUARTINA,07/2022,40041
351450,DUARTINA,12/2022,60090
351450,DUARTINA,04/2022,16102
351450,DUARTINA,01/2022,16167
351450,DUARTINA,02/2022,16343
351450,DUARTINA,09/2022,60062
351450,DUARTINA,05/2022,16586
351450,DUARTINA,11/2022,60079
351450,DUARTINA,08/2022,60068
351450,DUARTINA,06/2022,16446
351460,DUMONT,06/2022,21000
351460,DUMONT,07/2022,40508
351460,DUMONT,05/2022,21036
351460,DUMONT,08/2022,60525
351460,DUMONT,11/2022,60466
351460,DUMONT,03/2022,20945
351460,DUMONT,12/2022,60455
351460,DUMONT,10/2022,60515
351460,DUMONT,02/2022,20690
351460,DUMONT,09/2022,60513
351460,DUMONT,04/2022,20988
351460,DUMONT,01/2022,19955
351470,ECHAPORÃ,01/2022,23563
351470,ECHAPORÃ,04/2022,24707
351470,ECHAPORÃ,02/2022,24852
351470,ECHAPORÃ,09/2022,60802
351470,ECHAPORÃ,11/2022,60772
351470,ECHAPORÃ,05/2022,24683
351470,ECHAPORÃ,06/2022,24534
351470,ECHAPORÃ,08/2022,60884
351470,ECHAPORÃ,07/2022,41073
351470,ECHAPORÃ,12/2022,60767
351470,ECHAPORÃ,10/2022,60768
351470,ECHAPORÃ,03/2022,24730
351480,ELDORADO,12/2022,60536
351480,ELDORADO,10/2022,60692
351480,ELDORADO,03/2022,21891
351480,ELDORADO,07/2022,40679
351480,ELDORADO,09/2022,60593
351480,ELDORADO,02/2022,21773
351480,ELDORADO,06/2022,21249
351480,ELDORADO,04/2022,21713
351480,ELDORADO,01/2022,21138
351480,ELDORADO,11/2022,60534
351480,ELDORADO,05/2022,21768
351480,ELDORADO,08/2022,60610
351490,ELIAS FAUSTO,05/2022,28824
351490,ELIAS FAUSTO,08/2022,61707
351490,ELIAS FAUSTO,11/2022,61635
351490,ELIAS FAUSTO,03/2022,29261
351490,ELIAS FAUSTO,10/2022,61611
351490,ELIAS FAUSTO,07/2022,42011
351490,ELIAS FAUSTO,12/2022,61637
351490,ELIAS FAUSTO,01/2022,27799
351490,ELIAS FAUSTO,02/2022,28964
351490,ELIAS FAUSTO,09/2022,61652
351490,ELIAS FAUSTO,04/2022,29242
351490,ELIAS FAUSTO,06/2022,28535
351492,ELISIÁRIO,04/2022,27275
351492,ELISIÁRIO,01/2022,26043
351492,ELISIÁRIO,06/2022,27039
351492,ELISIÁRIO,09/2022,61284
351492,ELISIÁRIO,02/2022,27237
351492,ELISIÁRIO,08/2022,61404
351492,ELISIÁRIO,11/2022,61193
351492,ELISIÁRIO,05/2022,27149
351492,ELISIÁRIO,07/2022,41641
351492,ELISIÁRIO,12/2022,61106
351492,ELISIÁRIO,03/2022,27307
351492,ELISIÁRIO,10/2022,61228
351495,EMBAÚBA,07/2022,40473
351495,EMBAÚBA,10/2022,60264
351495,EMBAÚBA,12/2022,60515
351495,EMBAÚBA,09/2022,60290
351495,EMBAÚBA,04/2022,22227
351495,EMBAÚBA,02/2022,22562
351495,EMBAÚBA,01/2022,20588
351495,EMBAÚBA,06/2022,21379
351495,EMBAÚBA,05/2022,22534
351495,EMBAÚBA,11/2022,60488
351495,EMBAÚBA,03/2022,22408
351495,EMBAÚBA,08/2022,60390
351500,EMBU,05/2022,20259
351500,EMBU,08/2022,60519
351500,EMBU,10/2022,60506
351500,EMBU,11/2022,60503
351500,EMBU,12/2022,60433
351500,EMBU,03/2022,20179
351500,EMBU,07/2022,40603
351500,EMBU,02/2022,20463
351500,EMBU,04/2022,20276
351500,EMBU,09/2022,60489
351500,EMBU,06/2022,19951
351500,EMBU,01/2022,19759
351510,EMBU-GUAÇU,01/2022,22141
351510,EMBU-GUAÇU,06/2022,22842
351510,EMBU-GUAÇU,04/2022,23121
351510,EMBU-GUAÇU,09/2022,60827
351510,EMBU-GUAÇU,02/2022,22966
351510,EMBU-GUAÇU,11/2022,60805
351510,EMBU-GUAÇU,05/2022,23128
351510,EMBU-GUAÇU,08/2022,60889
351510,EMBU-GUAÇU,10/2022,60803
351510,EMBU-GUAÇU,03/2022,23131
351510,EMBU-GUAÇU,12/2022,60773
351510,EMBU-GUAÇU,07/2022,41042
351512,EMILIANÓPOLIS,10/2022,60763
351512,EMILIANÓPOLIS,07/2022,40279
351512,EMILIANÓPOLIS,12/2022,60243
351512,EMILIANÓPOLIS,03/2022,18280
351512,EMILIANÓPOLIS,09/2022,60367
351512,EMILIANÓPOLIS,01/2022,17615
351512,EMILIANÓPOLIS,02/2022,18073
351512,EMILIANÓPOLIS,04/2022,18392
351512,EMILIANÓPOLIS,06/2022,18433
351512,EMILIANÓPOLIS,08/2022,60356
351512,EMILIANÓPOLIS,05/2022,18530
351512,EMILIANÓPOLIS,11/2022,60279
351515,ENGENHEIRO COELHO,03/2022,19087
351515,ENGENHEIRO COELHO,11/2022,60535
351515,ENGENHEIRO COELHO,08/2022,60410
351515,ENGENHEIRO COELHO,06/2022,18864
351515,ENGENHEIRO COELHO,05/2022,19000
351515,ENGENHEIRO COELHO,12/2022,60380
351515,ENGENHEIRO COELHO,07/2022,40425
351515,ENGENHEIRO COELHO,10/2022,60377
351515,ENGENHEIRO COELHO,09/2022,60413
351515,ENGENHEIRO COELHO,02/2022,19218
351515,ENGENHEIRO COELHO,01/2022,18767
351515,ENGENHEIRO COELHO,04/2022,19039
351518,ESPÍRITO SANTO DO PINHAL,09/2022,60582
351518,ESPÍRITO SANTO DO PINHAL,04/2022,21049
351518,ESPÍRITO SANTO DO PINHAL,02/2022,21251
351518,ESPÍRITO SANTO DO PINHAL,01/2022,20504
351518,ESPÍRITO SANTO DO PINHAL,05/2022,20824
351518,ESPÍRITO SANTO DO PINHAL,08/2022,60582
351518,ESPÍRITO SANTO DO PINHAL,11/2022,60582
351518,ESPÍRITO SANTO DO PINHAL,03/2022,21345
351518,ESPÍRITO SANTO DO PINHAL,07/2022,40614
351518,ESPÍRITO SANTO DO PINHAL,12/2022,60974
351518,ESPÍRITO SANTO DO PINHAL,06/2022,20217
351518,ESPÍRITO SANTO DO PINHAL,10/2022,60594
351519,ESPÍRITO SANTO DO TURVO,12/2022,60227
351519,ESPÍRITO SANTO DO TURVO,10/2022,60233
351519,ESPÍRITO SANTO DO TURVO,06/2022,17948
351519,ESPÍRITO SANTO DO TURVO,07/2022,40354
351519,ESPÍRITO SANTO DO TURVO,02/2022,18403
351519,ESPÍRITO SANTO DO TURVO,04/2022,18654
351519,ESPÍRITO SANTO DO TURVO,09/2022,60185
351519,ESPÍRITO SANTO DO TURVO,01/2022,17896
351519,ESPÍRITO SANTO DO TURVO,03/2022,18560
351519,ESPÍRITO SANTO DO TURVO,05/2022,18513
351519,ESPÍRITO SANTO DO TURVO,11/2022,60252
351519,ESPÍRITO SANTO DO TURVO,08/2022,60048
351520,ESTRELA D´OESTE,08/2022,60851
351520,ESTRELA D´OESTE,05/2022,24545
351520,ESTRELA D´OESTE,11/2022,60823
351520,ESTRELA D´OESTE,12/2022,61883
351520,ESTRELA D´OESTE,10/2022,60788
351520,ESTRELA D´OESTE,03/2022,24414
351520,ESTRELA D´OESTE,07/2022,40959
351520,ESTRELA D´OESTE,04/2022,24410
351520,ESTRELA D´OESTE,01/2022,23338
351520,ESTRELA D´OESTE,09/2022,60766
351520,ESTRELA D´OESTE,02/2022,23960
351520,ESTRELA D´OESTE,06/2022,24203
351530,ESTRELA DO NORTE,06/2022,18951
351530,ESTRELA DO NORTE,09/2022,60516
351530,ESTRELA DO NORTE,01/2022,19470
351530,ESTRELA DO NORTE,04/2022,18985
351530,ESTRELA DO NORTE,02/2022,20059
351530,ESTRELA DO NORTE,11/2022,60777
351530,ESTRELA DO NORTE,05/2022,19388
351530,ESTRELA DO NORTE,08/2022,60599
351530,ESTRELA DO NORTE,10/2022,61091
351530,ESTRELA DO NORTE,12/2022,60739
351530,ESTRELA DO NORTE,03/2022,19923
351530,ESTRELA DO NORTE,07/2022,40437
351535,EUCLIDES DA CUNHA PAULISTA,03/2022,20668
351535,EUCLIDES DA CUNHA PAULISTA,12/2022,60368
351535,EUCLIDES DA CUNHA PAULISTA,10/2022,60327
351535,EUCLIDES DA CUNHA PAULISTA,07/2022,40466
351535,EUCLIDES DA CUNHA PAULISTA,04/2022,20694
351535,EUCLIDES DA CUNHA PAULISTA,02/2022,20760
351535,EUCLIDES DA CUNHA PAULISTA,09/2022,60304
351535,EUCLIDES DA CUNHA PAULISTA,06/2022,20249
351535,EUCLIDES DA CUNHA PAULISTA,01/2022,20063
351535,EUCLIDES DA CUNHA PAULISTA,11/2022,60331
351535,EUCLIDES DA CUNHA PAULISTA,08/2022,60369
351535,EUCLIDES DA CUNHA PAULISTA,05/2022,20790
351540,FARTURA,05/2022,21636
351540,FARTURA,03/2022,21713
351540,FARTURA,06/2022,21484
351540,FARTURA,08/2022,60738
351540,FARTURA,11/2022,60628
351540,FARTURA,07/2022,40815
351540,FARTURA,10/2022,60700
351540,FARTURA,12/2022,60634
351540,FARTURA,04/2022,21671
351540,FARTURA,02/2022,21693
351540,FARTURA,01/2022,20647
351540,FARTURA,09/2022,60684
351550,FERNANDÓPOLIS,04/2022,23257
351550,FERNANDÓPOLIS,09/2022,60767
351550,FERNANDÓPOLIS,01/2022,22229
351550,FERNANDÓPOLIS,06/2022,22883
351550,FERNANDÓPOLIS,11/2022,60759
351550,FERNANDÓPOLIS,05/2022,23114
351550,FERNANDÓPOLIS,08/2022,60778
351550,FERNANDÓPOLIS,03/2022,23300
351550,FERNANDÓPOLIS,02/2022,23016
351550,FERNANDÓPOLIS,10/2022,60811
351550,FERNANDÓPOLIS,12/2022,60738
351550,FERNANDÓPOLIS,07/2022,40899
351560,FERNANDO PRESTES,07/2022,40380
351560,FERNANDO PRESTES,10/2022,60560
351560,FERNANDO PRESTES,03/2022,19553
351560,FERNANDO PRESTES,12/2022,60574
351560,FERNANDO PRESTES,02/2022,19679
351560,FERNANDO PRESTES,01/2022,19043
351560,FERNANDO PRESTES,06/2022,19182
351560,FERNANDO PRESTES,04/2022,19517
351560,FERNANDO PRESTES,09/2022,60556
351560,FERNANDO PRESTES,11/2022,60710
351560,FERNANDO PRESTES,05/2022,19617
351560,FERNANDO PRESTES,08/2022,60570
351565,FERNÃO,06/2022,19342
351565,FERNÃO,11/2022,60458
351565,FERNÃO,08/2022,60489
351565,FERNÃO,05/2022,19314
351565,FERNÃO,10/2022,60466
351565,FERNÃO,12/2022,60592
351565,FERNÃO,07/2022,40398
351565,FERNÃO,01/2022,18652
351565,FERNÃO,03/2022,19320
351565,FERNÃO,04/2022,19299
351565,FERNÃO,02/2022,19070
351565,FERNÃO,09/2022,60464
351570,FERRAZ DE VASCONCELOS,03/2022,24085
351570,FERRAZ DE VASCONCELOS,04/2022,24108
351570,FERRAZ DE VASCONCELOS,01/2022,23160
351570,FERRAZ DE VASCONCELOS,09/2022,61063
351570,FERRAZ DE VASCONCELOS,02/2022,24060
351570,FERRAZ DE VASCONCELOS,08/2022,61070
351570,FERRAZ DE VASCONCELOS,05/2022,24312
351570,FERRAZ DE VASCONCELOS,11/2022,61158
351570,FERRAZ DE VASCONCELOS,10/2022,61096
351570,FERRAZ DE VASCONCELOS,07/2022,41208
351570,FERRAZ DE VASCONCELOS,12/2022,61043
351570,FERRAZ DE VASCONCELOS,06/2022,24083
351580,FLORA RICA,12/2022,60502
351580,FLORA RICA,07/2022,40695
351580,FLORA RICA,10/2022,60481
351580,FLORA RICA,09/2022,60486
351580,FLORA RICA,02/2022,19929
351580,FLORA RICA,04/2022,19761
351580,FLORA RICA,01/2022,19153
351580,FLORA RICA,11/2022,60496
351580,FLORA RICA,06/2022,18761
351580,FLORA RICA,05/2022,19849
351580,FLORA RICA,08/2022,60556
351580,FLORA RICA,03/2022,20017
351590,FLOREAL,05/2022,21682
351590,FLOREAL,11/2022,61243
351590,FLOREAL,06/2022,21535
351590,FLOREAL,03/2022,22269
351590,FLOREAL,08/2022,61391
351590,FLOREAL,10/2022,61311
351590,FLOREAL,07/2022,41186
351590,FLOREAL,12/2022,61170
351590,FLOREAL,01/2022,21014
351590,FLOREAL,09/2022,61414
351590,FLOREAL,02/2022,21994
351590,FLOREAL,04/2022,22090
351600,FLÓRIDA PAULISTA,01/2022,21092
351600,FLÓRIDA PAULISTA,02/2022,21820
351600,FLÓRIDA PAULISTA,09/2022,60639
351600,FLÓRIDA PAULISTA,04/2022,21844
351600,FLÓRIDA PAULISTA,05/2022,21569
351600,FLÓRIDA PAULISTA,11/2022,60595
351600,FLÓRIDA PAULISTA,03/2022,21898
351600,FLÓRIDA PAULISTA,08/2022,60622
351600,FLÓRIDA PAULISTA,06/2022,21136
351600,FLÓRIDA PAULISTA,10/2022,60605
351600,FLÓRIDA PAULISTA,12/2022,60754
351600,FLÓRIDA PAULISTA,07/2022,40678
351610,FLORÍNIA,10/2022,62427
351610,FLORÍNIA,07/2022,41159
351610,FLORÍNIA,12/2022,61125
351610,FLORÍNIA,02/2022,22154
351610,FLORÍNIA,01/2022,21088
351610,FLORÍNIA,03/2022,22311
351610,FLORÍNIA,09/2022,61161
351610,FLORÍNIA,04/2022,22201
351610,FLORÍNIA,05/2022,21388
351610,FLORÍNIA,06/2022,20911
351610,FLORÍNIA,08/2022,61160
351610,FLORÍNIA,11/2022,60985
351620,FRANCA,08/2022,60825
351620,FRANCA,05/2022,21821
351620,FRANCA,06/2022,21646
351620,FRANCA,11/2022,60774
351620,FRANCA,07/2022,40856
351620,FRANCA,12/2022,60778
351620,FRANCA,10/2022,60854
351620,FRANCA,04/2022,22023
351620,FRANCA,09/2022,60804
351620,FRANCA,03/2022,22037
351620,FRANCA,01/2022,21061
351620,FRANCA,02/2022,21832
351630,FRANCISCO MORATO,03/2022,22413
351630,FRANCISCO MORATO,04/2022,22574
351630,FRANCISCO MORATO,06/2022,22434
351630,FRANCISCO MORATO,02/2022,22463
351630,FRANCISCO MORATO,01/2022,21534
351630,FRANCISCO MORATO,09/2022,60917
351630,FRANCISCO MORATO,05/2022,22682
351630,FRANCISCO MORATO,08/2022,60916
351630,FRANCISCO MORATO,11/2022,60956
351630,FRANCISCO MORATO,12/2022,60883
351630,FRANCISCO MORATO,10/2022,60938
351630,FRANCISCO MORATO,07/2022,40986
351640,FRANCO DA ROCHA,12/2022,61073
351640,FRANCO DA ROCHA,06/2022,23922
351640,FRANCO DA ROCHA,07/2022,41311
351640,FRANCO DA ROCHA,01/2022,22983
351640,FRANCO DA ROCHA,04/2022,24013
351640,FRANCO DA ROCHA,09/2022,61130
351640,FRANCO DA ROCHA,10/2022,61101
351640,FRANCO DA ROCHA,03/2022,23855
351640,FRANCO DA ROCHA,02/2022,23919
351640,FRANCO DA ROCHA,08/2022,61158
351640,FRANCO DA ROCHA,05/2022,24067
351640,FRANCO DA ROCHA,11/2022,61115
351650,GABRIEL MONTEIRO,05/2022,21258
351650,GABRIEL MONTEIRO,08/2022,60535
351650,GABRIEL MONTEIRO,11/2022,62552
351650,GABRIEL MONTEIRO,10/2022,60460
351650,GABRIEL MONTEIRO,07/2022,40652
351650,GABRIEL MONTEIRO,06/2022,20727
351650,GABRIEL MONTEIRO,12/2022,60434
351650,GABRIEL MONTEIRO,03/2022,21399
351650,GABRIEL MONTEIRO,09/2022,60446
351650,GABRIEL MONTEIRO,04/2022,21355
351650,GABRIEL MONTEIRO,02/2022,21619
351650,GABRIEL MONTEIRO,01/2022,20784
351660,GÁLIA,04/2022,18806
351660,GÁLIA,02/2022,18615
351660,GÁLIA,09/2022,60569
351660,GÁLIA,01/2022,18360
351660,GÁLIA,05/2022,18720
351660,GÁLIA,11/2022,60620
351660,GÁLIA,08/2022,60575
351660,GÁLIA,03/2022,18825
351660,GÁLIA,06/2022,18328
351660,GÁLIA,10/2022,61027
351660,GÁLIA,07/2022,40591
351660,GÁLIA,12/2022,60567
351670,GARÇA,12/2022,60295
351670,GARÇA,07/2022,40356
351670,GARÇA,06/2022,18329
351670,GARÇA,10/2022,60353
351670,GARÇA,03/2022,19428
351670,GARÇA,02/2022,19241
351670,GARÇA,04/2022,19309
351670,GARÇA,09/2022,60330
351670,GARÇA,01/2022,18587
351670,GARÇA,11/2022,60428
351670,GARÇA,05/2022,18906
351670,GARÇA,08/2022,60337
351680,GASTÃO VIDIGAL,05/2022,17296
351680,GASTÃO VIDIGAL,03/2022,18212
351680,GASTÃO VIDIGAL,11/2022,60406
351680,GASTÃO VIDIGAL,08/2022,60384
351680,GASTÃO VIDIGAL,10/2022,60372
351680,GASTÃO VIDIGAL,06/2022,17530
351680,GASTÃO VIDIGAL,07/2022,40545
351680,GASTÃO VIDIGAL,12/2022,60439
351680,GASTÃO VIDIGAL,09/2022,60374
351680,GASTÃO VIDIGAL,01/2022,17921
351680,GASTÃO VIDIGAL,04/2022,17733
351680,GASTÃO VIDIGAL,02/2022,18535
351685,GAVIÃO PEIXOTO,09/2022,60372
351685,GAVIÃO PEIXOTO,01/2022,19270
351685,GAVIÃO PEIXOTO,04/2022,19736
351685,GAVIÃO PEIXOTO,02/2022,19597
351685,GAVIÃO PEIXOTO,11/2022,60379
351685,GAVIÃO PEIXOTO,08/2022,60399
351685,GAVIÃO PEIXOTO,03/2022,19685
351685,GAVIÃO PEIXOTO,05/2022,19809
351685,GAVIÃO PEIXOTO,10/2022,60414
351685,GAVIÃO PEIXOTO,06/2022,19220
351685,GAVIÃO PEIXOTO,12/2022,60341
351685,GAVIÃO PEIXOTO,07/2022,40385
351690,GENERAL SALGADO,10/2022,60676
351690,GENERAL SALGADO,12/2022,60522
351690,GENERAL SALGADO,04/2022,21062
351690,GENERAL SALGADO,07/2022,40964
351690,GENERAL SALGADO,03/2022,21048
351690,GENERAL SALGADO,05/2022,21550
351690,GENERAL SALGADO,09/2022,60808
351690,GENERAL SALGADO,01/2022,20102
351690,GENERAL SALGADO,02/2022,20892
351690,GENERAL SALGADO,06/2022,21361
351690,GENERAL SALGADO,11/2022,60620
351690,GENERAL SALGADO,08/2022,60900
351700,GETULINA,08/2022,60354
351700,GETULINA,11/2022,60439
351700,GETULINA,06/2022,18991
351700,GETULINA,04/2022,19477
351700,GETULINA,12/2022,60424
351700,GETULINA,07/2022,40348
351700,GETULINA,10/2022,60442
351700,GETULINA,05/2022,19225
351700,GETULINA,03/2022,19543
351700,GETULINA,09/2022,60414
351700,GETULINA,02/2022,19497
351700,GETULINA,01/2022,18845
351710,GLICÉRIO,05/2022,23607
351710,GLICÉRIO,01/2022,22953
351710,GLICÉRIO,03/2022,23852
351710,GLICÉRIO,02/2022,23865
351710,GLICÉRIO,09/2022,61036
351710,GLICÉRIO,11/2022,60983
351710,GLICÉRIO,06/2022,23505
351710,GLICÉRIO,08/2022,61014
351710,GLICÉRIO,10/2022,60991
351710,GLICÉRIO,07/2022,41138
351710,GLICÉRIO,12/2022,60919
351710,GLICÉRIO,04/2022,24301
351720,GUAIÇARA,04/2022,22727
351720,GUAIÇARA,01/2022,21881
351720,GUAIÇARA,10/2022,61017
351720,GUAIÇARA,07/2022,41257
351720,GUAIÇARA,12/2022,60822
351720,GUAIÇARA,02/2022,22614
351720,GUAIÇARA,09/2022,60933
351720,GUAIÇARA,05/2022,22856
351720,GUAIÇARA,03/2022,22827
351720,GUAIÇARA,06/2022,22441
351720,GUAIÇARA,11/2022,61228
351720,GUAIÇARA,08/2022,61028
351730,GUAIMBÊ,08/2022,60653
351730,GUAIMBÊ,11/2022,60597
351730,GUAIMBÊ,10/2022,60798
351730,GUAIMBÊ,04/2022,20837
351730,GUAIMBÊ,12/2022,60581
351730,GUAIMBÊ,07/2022,40747
351730,GUAIMBÊ,09/2022,60618
351730,GUAIMBÊ,05/2022,21185
351730,GUAIMBÊ,02/2022,20407
351730,GUAIMBÊ,06/2022,21132
351730,GUAIMBÊ,01/2022,19584
351730,GUAIMBÊ,03/2022,20631
351740,GUAÍRA,06/2022,20178
351740,GUAÍRA,01/2022,19249
351740,GUAÍRA,05/2022,20341
351740,GUAÍRA,09/2022,60366
351740,GUAÍRA,03/2022,20045
351740,GUAÍRA,02/2022,19887
351740,GUAÍRA,08/2022,60338
351740,GUAÍRA,11/2022,60343
351740,GUAÍRA,04/2022,20011
351740,GUAÍRA,12/2022,60353
351740,GUAÍRA,10/2022,60396
351740,GUAÍRA,07/2022,40396
351750,GUAPIAÇU,07/2022,40733
351750,GUAPIAÇU,10/2022,60703
351750,GUAPIAÇU,12/2022,60734
351750,GUAPIAÇU,06/2022,21406
351750,GUAPIAÇU,04/2022,21974
351750,GUAPIAÇU,02/2022,21578
351750,GUAPIAÇU,03/2022,21910
351750,GUAPIAÇU,09/2022,60764
351750,GUAPIAÇU,01/2022,20884
351750,GUAPIAÇU,05/2022,21922
351750,GUAPIAÇU,08/2022,60698
351750,GUAPIAÇU,11/2022,60751
351760,GUAPIARA,08/2022,60422
351760,GUAPIARA,11/2022,60587
351760,GUAPIARA,12/2022,60314
351760,GUAPIARA,10/2022,60393
351760,GUAPIARA,04/2022,19094
351760,GUAPIARA,06/2022,18341
351760,GUAPIARA,07/2022,40458
351760,GUAPIARA,09/2022,60370
351760,GUAPIARA,05/2022,18853
351760,GUAPIARA,02/2022,19170
351760,GUAPIARA,01/2022,18656
351760,GUAPIARA,03/2022,19202
351770,GUARÁ,09/2022,60552
351770,GUARÁ,02/2022,23387
351770,GUARÁ,03/2022,23346
351770,GUARÁ,05/2022,22876
351770,GUARÁ,01/2022,22681
351770,GUARÁ,11/2022,60550
351770,GUARÁ,08/2022,60633
351770,GUARÁ,07/2022,40759
351770,GUARÁ,10/2022,60490
351770,GUARÁ,06/2022,22233
351770,GUARÁ,04/2022,23434
351770,GUARÁ,12/2022,60516
351780,GUARAÇAÍ,10/2022,60799
351780,GUARAÇAÍ,04/2022,20225
351780,GUARAÇAÍ,12/2022,60751
351780,GUARAÇAÍ,07/2022,40834
351780,GUARAÇAÍ,03/2022,20357
351780,GUARAÇAÍ,06/2022,19854
351780,GUARAÇAÍ,01/2022,20450
351780,GUARAÇAÍ,09/2022,60809
351780,GUARAÇAÍ,05/2022,20182
351780,GUARAÇAÍ,02/2022,21282
351780,GUARAÇAÍ,11/2022,60784
351780,GUARAÇAÍ,08/2022,60806
351790,GUARACI,08/2022,60453
351790,GUARACI,11/2022,60351
351790,GUARACI,12/2022,60339
351790,GUARACI,04/2022,20903
351790,GUARACI,10/2022,60483
351790,GUARACI,07/2022,40543
351790,GUARACI,06/2022,20716
351790,GUARACI,09/2022,60378
351790,GUARACI,05/2022,21020
351790,GUARACI,02/2022,20888
351790,GUARACI,03/2022,21008
351790,GUARACI,01/2022,20103
351800,GUARANI D´OESTE,03/2022,19289
351800,GUARANI D´OESTE,09/2022,60526
351800,GUARANI D´OESTE,02/2022,19161
351800,GUARANI D´OESTE,01/2022,18584
351800,GUARANI D´OESTE,05/2022,18543
351800,GUARANI D´OESTE,11/2022,60516
351800,GUARANI D´OESTE,08/2022,60505
351800,GUARANI D´OESTE,06/2022,18148
351800,GUARANI D´OESTE,07/2022,40535
351800,GUARANI D´OESTE,04/2022,19399
351800,GUARANI D´OESTE,10/2022,60530
351800,GUARANI D´OESTE,12/2022,60534
351810,GUARANTÃ,07/2022,40096
351810,GUARANTÃ,04/2022,17490
351810,GUARANTÃ,10/2022,60107
351810,GUARANTÃ,01/2022,16433
351810,GUARANTÃ,09/2022,60086
351810,GUARANTÃ,03/2022,17559
351810,GUARANTÃ,02/2022,17041
351810,GUARANTÃ,05/2022,17349
351810,GUARANTÃ,12/2022,60158
351810,GUARANTÃ,06/2022,16790
351810,GUARANTÃ,08/2022,60103
351810,GUARANTÃ,11/2022,60126
351820,GUARARAPES,06/2022,18117
351820,GUARARAPES,12/2022,60447
351820,GUARARAPES,11/2022,60467
351820,GUARARAPES,08/2022,60418
351820,GUARARAPES,04/2022,18115
351820,GUARARAPES,10/2022,60425
351820,GUARARAPES,07/2022,40436
351820,GUARARAPES,05/2022,18281
351820,GUARARAPES,09/2022,60426
351820,GUARARAPES,02/2022,18006
351820,GUARARAPES,03/2022,18047
351820,GUARARAPES,01/2022,17712
351830,GUARAREMA,01/2022,23683
351830,GUARAREMA,02/2022,24490
351830,GUARAREMA,09/2022,60980
351830,GUARAREMA,05/2022,24691
351830,GUARAREMA,11/2022,60937
351830,GUARAREMA,08/2022,61048
351830,GUARAREMA,12/2022,60843
351830,GUARAREMA,06/2022,24367
351830,GUARAREMA,07/2022,41314
351830,GUARAREMA,10/2022,60975
351830,GUARAREMA,04/2022,24775
351830,GUARAREMA,03/2022,24728
351840,GUARATINGUETÁ,06/2022,23363
351840,GUARATINGUETÁ,10/2022,61157
351840,GUARATINGUETÁ,07/2022,41216
351840,GUARATINGUETÁ,04/2022,23868
351840,GUARATINGUETÁ,03/2022,23989
351840,GUARATINGUETÁ,05/2022,23757
351840,GUARATINGUETÁ,09/2022,61148
351840,GUARATINGUETÁ,01/2022,22858
351840,GUARATINGUETÁ,02/2022,23821
351840,GUARATINGUETÁ,11/2022,61130
351840,GUARATINGUETÁ,08/2022,61165
351840,GUARATINGUETÁ,12/2022,61163
351850,GUAREÍ,12/2022,60993
351850,GUAREÍ,08/2022,60541
351850,GUAREÍ,11/2022,60795
351850,GUAREÍ,04/2022,20011
351850,GUAREÍ,06/2022,19495
351850,GUAREÍ,10/2022,60543
351850,GUAREÍ,07/2022,40549
351850,GUAREÍ,02/2022,20234
351850,GUAREÍ,05/2022,19872
351850,GUAREÍ,01/2022,19794
351850,GUAREÍ,09/2022,60525
351850,GUAREÍ,03/2022,20688
351860,GUARIBA,01/2022,19995
351860,GUARIBA,02/2022,20658
351860,GUARIBA,03/2022,20660
351860,GUARIBA,05/2022,20316
351860,GUARIBA,09/2022,60342
351860,GUARIBA,08/2022,60346
351860,GUARIBA,11/2022,60523
351860,GUARIBA,06/2022,19606
351860,GUARIBA,12/2022,60287
351860,GUARIBA,07/2022,40398
351860,GUARIBA,04/2022,20701
351860,GUARIBA,10/2022,60468
351870,GUARUJÁ,10/2022,60448
351870,GUARUJÁ,02/2022,19072
351870,GUARUJÁ,04/2022,18911
351870,GUARUJÁ,07/2022,40384
351870,GUARUJÁ,09/2022,60369
351870,GUARUJÁ,05/2022,18897
351870,GUARUJÁ,01/2022,18598
351870,GUARUJÁ,03/2022,19012
351870,GUARUJÁ,11/2022,60434
351870,GUARUJÁ,12/2022,60375
351870,GUARUJÁ,06/2022,18479
351870,GUARUJÁ,08/2022,60374
351880,GUARULHOS,12/2022,60439
