"","CDMUN","NMMUN","SGUF","ISH"
"1660","2701001","Boca da Mata","AL","Baixa"
"1661","2701100","Branquinha","AL","Baixa"
"1662","2701209","Cacimbinhas","AL","Alta"
"1663","2701308","Cajueiro","AL","Baixa"
"1664","2701357","Campestre","AL","Média"
"1665","2701407","Campo Alegre","AL","Baixa"
"1666","2701506","Campo Grande","AL","Alta"
"1667","2701605","Canapi","AL","Máxima"
"1668","2701704","Capela","AL","Baixa"
"1669","2701803","Carneiros","AL","Alta"
"1670","2701902","Chã Preta","AL","Baixa"
"1671","2702009","Coité do Nóia","AL","Média"
"1672","2702108","Colônia Leopoldina","AL","Baixa"
"1673","2702207","Coqueiro Seco","AL","Média"
"1674","2702306","Coruripe","AL","Baixa"
"1675","2702355","Craíbas","AL","Máxima"
"1676","2702405","Delmiro Gouveia","AL","Alta"
"1677","2702504","Dois Riachos","AL","Alta"
"1678","2702553","Estrela de Alagoas","AL","Alta"
"1679","2702603","Feira Grande","AL","Alta"
"1680","2702702","Feliz Deserto","AL","Alta"
"1681","2702801","Flexeiras","AL","Baixa"
"1682","2702900","Girau do Ponciano","AL","Máxima"
"1683","2703007","Ibateguara","AL","Baixa"
"1684","2703106","Igaci","AL","Alta"
"1685","2703205","Igreja Nova","AL","Média"
"1686","2703304","Inhapi","AL","Média"
"1687","2703403","Jacaré dos Homens","AL","Alta"
"1688","2703502","Jacuípe","AL","Baixa"
"1689","2703601","Japaratinga","AL","Média"
"1690","2703700","Jaramataia","AL","Alta"
"1691","2703759","Jequiá da Praia","AL","Média"
"1692","2703809","Joaquim Gomes","AL","Baixa"
"1693","2703908","Jundiá","AL","Baixa"
"1694","2704005","Junqueiro","AL","Baixa"
"1695","2704104","Lagoa da Canoa","AL","Alta"
"1696","2704203","Limoeiro de Anadia","AL","Baixa"
"1697","2704302","Maceió","AL","Baixa"
"1698","2704401","Major Isidoro","AL","Média"
"1699","2704500","Maragogi","AL","Baixa"
"1700","2704609","Maravilha","AL","Alta"
"1701","2704708","Marechal Deodoro","AL","Baixa"
"1702","2704807","Maribondo","AL","Baixa"
"1703","2704906","Mar Vermelho","AL","Média"
"1704","2705002","Mata Grande","AL","Máxima"
"1705","2705101","Matriz de Camaragibe","AL","Baixa"
"1706","2705200","Messias","AL","Baixa"
"1707","2705309","Minador do Negrão","AL","Alta"
"1708","2705408","Monteirópolis","AL","Alta"
"1709","2705507","Murici","AL","Mínima"
"1710","2705606","Novo Lino","AL","Baixa"
"1711","2705705","Olho d'Água das Flores","AL","Alta"
"1712","2705804","Olho d'Água do Casado","AL","Alta"
"1713","2705903","Olho d'Água Grande","AL","Alta"
"1714","2706000","Olivença","AL","Alta"
"1715","2706109","Ouro Branco","AL","Média"
"1716","2706208","Palestina","AL","Alta"
"1717","2706307","Palmeira dos Índios","AL","Baixa"
"1718","2706406","Pão de Açúcar","AL","Média"
"1719","2706422","Pariconha","AL","Alta"
"1720","2706448","Paripueira","AL","Alta"
"1721","2706505","Passo de Camaragibe","AL","Mínima"
"1722","2706604","Paulo Jacinto","AL","Baixa"
"1723","2706703","Penedo","AL","Média"
"1724","2706802","Piaçabuçu","AL","Média"
"1725","2706901","Pilar","AL","Baixa"
"1726","2707008","Pindoba","AL","Baixa"
"1727","2707107","Piranhas","AL","Alta"
"1728","2707206","Poço das Trincheiras","AL","Alta"
"1729","2707305","Porto Calvo","AL","Média"
"1730","2707404","Porto de Pedras","AL","Baixa"
"1731","2707503","Porto Real do Colégio","AL","Média"
"1732","2707602","Quebrangulo","AL","Média"
"1733","2707701","Rio Largo","AL","Baixa"
"1734","2707800","Roteiro","AL","Média"
"1735","2707909","Santa Luzia do Norte","AL","Média"
"1736","2708006","Santana do Ipanema","AL","Alta"
"1737","2708105","Santana do Mundaú","AL","Baixa"
"1738","2708204","São Brás","AL","Alta"
"1739","2708303","São José da Laje","AL","Baixa"
"1740","2708402","São José da Tapera","AL","Alta"
"1741","2708501","São Luís do Quitunde","AL","Baixa"
"1742","2708600","São Miguel dos Campos","AL","Média"
"1743","2708709","São Miguel dos Milagres","AL","Baixa"
"1744","2708808","São Sebastião","AL","Mínima"
"1745","2708907","Satuba","AL","Baixa"
"1746","2708956","Senador Rui Palmeira","AL","Alta"
"1747","2709004","Tanque d'Arca","AL","Baixa"
"1748","2709103","Taquarana","AL","Média"
"1749","2709152","Teotônio Vilela","AL","Média"
"1750","2709202","Traipu","AL","Alta"
"1751","2709301","União dos Palmares","AL","Baixa"
"1752","2709400","Viçosa","AL","Baixa"
"1753","2800100","Amparo do São Francisco","SE","Alta"
"1754","2800209","Aquidabã","SE","Alta"
"1755","2800308","Aracaju","SE","Média"
"1756","2800407","Arauá","SE","Baixa"
"1757","2800506","Areia Branca","SE","Baixa"
"1758","2800605","Barra dos Coqueiros","SE","Baixa"
"1759","2800670","Boquim","SE","Baixa"
"1760","2800704","Brejo Grande","SE","Média"
"1761","2801009","Campo do Brito","SE","Baixa"
"1762","2801108","Canhoba","SE","Alta"
"1763","2801207","Canindé de São Francisco","SE","Alta"
"1764","2801306","Capela","SE","Baixa"
"1765","2801405","Carira","SE","Alta"
"1766","2801504","Carmópolis","SE","Média"
"1767","2801603","Cedro de São João","SE","Média"
"1768","2801702","Cristinápolis","SE","Baixa"
"1769","2801900","Cumbe","SE","Alta"
"1770","2802007","Divina Pastora","SE","Média"
"1771","2802106","Estância","SE","Baixa"
"1772","2802205","Feira Nova","SE","Alta"
"1773","2802304","Frei Paulo","SE","Média"
"1774","2802403","Gararu","SE","Alta"
"1775","2802502","General Maynard","SE","Baixa"
"1776","2802601","Gracho Cardoso","SE","Alta"
"1777","2802700","Ilha das Flores","SE","Alta"
"1778","2802809","Indiaroba","SE","Mínima"
"1779","2802908","Itabaiana","SE","Baixa"
"1780","2803005","Itabaianinha","SE","Baixa"
"1781","2803104","Itabi","SE","Alta"
"1782","2803203","Itaporanga d'Ajuda","SE","Baixa"
"1783","2803302","Japaratuba","SE","Média"
"1784","2803401","Japoatã","SE","Média"
"1785","2803500","Lagarto","SE","Baixa"
"1786","2803609","Laranjeiras","SE","Baixa"
"1787","2803708","Macambira","SE","Baixa"
"1788","2803807","Malhada dos Bois","SE","Média"
"1789","2803906","Malhador","SE","Baixa"
"1790","2804003","Maruim","SE","Média"
"1791","2804102","Moita Bonita","SE","Baixa"
"1792","2804201","Monte Alegre de Sergipe","SE","Média"
"1793","2804300","Muribeca","SE","Média"
"1794","2804409","Neópolis","SE","Alta"
"1795","2804458","Nossa Senhora Aparecida","SE","Média"
"1796","2804508","Nossa Senhora da Glória","SE","Média"
"1797","2804607","Nossa Senhora das Dores","SE","Baixa"
"1798","2804706","Nossa Senhora de Lourdes","SE","Alta"
"1799","2804805","Nossa Senhora do Socorro","SE","Média"
"1800","2804904","Pacatuba","SE","Alta"
"1801","2805000","Pedra Mole","SE","Média"
"1802","2805109","Pedrinhas","SE","Mínima"
"1803","2805208","Pinhão","SE","Média"
"1804","2805307","Pirambu","SE","Baixa"
"1805","2805406","Poço Redondo","SE","Média"
"1806","2805505","Poço Verde","SE","Baixa"
"1807","2805604","Porto da Folha","SE","Média"
"1808","2805703","Propriá","SE","Média"
"1809","2805802","Riachão do Dantas","SE","Baixa"
"1810","2805901","Riachuelo","SE","Baixa"
"1811","2806008","Ribeirópolis","SE","Baixa"
"1812","2806107","Rosário do Catete","SE","Média"
"1813","2806206","Salgado","SE","Baixa"
"1814","2806305","Santa Luzia do Itanhy","SE","Média"
"1815","2806404","Santana do São Francisco","SE","Baixa"
"1816","2806503","Santa Rosa de Lima","SE","Média"
"1817","2806602","Santo Amaro das Brotas","SE","Baixa"
"1818","2806701","São Cristóvão","SE","Mínima"
"1819","2806800","São Domingos","SE","Baixa"
"1820","2806909","São Francisco","SE","Média"
"1821","2807006","São Miguel do Aleixo","SE","Média"
"1822","2807105","Simão Dias","SE","Baixa"
"1823","2807204","Siriri","SE","Baixa"
"1824","2807303","Telha","SE","Média"
"1825","2807402","Tobias Barreto","SE","Baixa"
"1826","2807501","Tomar do Geru","SE","Baixa"
"1827","2807600","Umbaúba","SE","Mínima"
"1828","2900108","Abaíra","BA","Baixa"
"1829","2900207","Abaré","BA","Média"
"1830","2900306","Acajutiba","BA","Média"
"1831","2900355","Adustina","BA","Média"
"1832","2900405","Água Fria","BA","Média"
"1833","2900504","Érico Cardoso","BA","Baixa"
"1834","2900603","Aiquara","BA","Média"
"1835","2900702","Alagoinhas","BA","Baixa"
"1836","2900801","Alcobaça","BA","Máxima"
"1837","2900900","Almadina","BA","Média"
"1838","2901007","Amargosa","BA","Média"
"1839","2901106","Amélia Rodrigues","BA","Média"
"1840","2901155","América Dourada","BA","Máxima"
"1841","2901205","Anagé","BA","Alta"
"1842","2901304","Andaraí","BA","Média"
"1843","2901353","Andorinha","BA","Alta"
"1844","2901403","Angical","BA","Alta"
"1845","2901502","Anguera","BA","Alta"
"1846","2901601","Antas","BA","Alta"
"1847","2901700","Antônio Cardoso","BA","Máxima"
"1848","2901809","Antônio Gonçalves","BA","Média"
"1849","2901908","Aporá","BA","Média"
"1850","2901957","Apuarema","BA","Média"
"1851","2902005","Aracatu","BA","Alta"
"1852","2902054","Araçás","BA","Média"
"1853","2902104","Araci","BA","Baixa"
"1854","2902203","Aramari","BA","Alta"
"1855","2902252","Arataca","BA","Baixa"
"1856","2902302","Aratuípe","BA","Baixa"
"1857","2902401","Aurelino Leal","BA","Alta"
"1858","2902500","Baianópolis","BA","Alta"
"1859","2902609","Baixa Grande","BA","Alta"
"1860","2902658","Banzaê","BA","Alta"
"1861","2902708","Barra","BA","Média"
"1862","2902807","Barra da Estiva","BA","Baixa"
"1863","2902906","Barra do Choça","BA","Baixa"
"1864","2903003","Barra do Mendes","BA","Média"
"1865","2903102","Barra do Rocha","BA","Alta"
"1866","2903201","Barreiras","BA","Máxima"
"1867","2903235","Barro Alto","BA","Alta"
"1868","2903276","Barrocas","BA","Baixa"
"1869","2903300","Barro Preto","BA","Baixa"
"1870","2903409","Belmonte","BA","Alta"
"1871","2903508","Belo Campo","BA","Baixa"
"1872","2903607","Biritinga","BA","Baixa"
"1873","2903706","Boa Nova","BA","Média"
"1874","2903805","Boa Vista do Tupim","BA","Média"
"1875","2903904","Bom Jesus da Lapa","BA","Média"
"1876","2903953","Bom Jesus da Serra","BA","Média"
"1877","2904001","Boninal","BA","Média"
"1878","2904050","Bonito","BA","Média"
"1879","2904100","Boquira","BA","Baixa"
"1880","2904209","Botuporã","BA","Alta"
"1881","2904308","Brejões","BA","Média"
"1882","2904407","Brejolândia","BA","Média"
"1883","2904506","Brotas de Macaúbas","BA","Alta"
"1884","2904605","Brumado","BA","Média"
"1885","2904704","Buerarema","BA","Média"
"1886","2904753","Buritirama","BA","Média"
"1887","2904803","Caatiba","BA","Média"
"1888","2904852","Cabaceiras do Paraguaçu","BA","Alta"
"1889","2904902","Cachoeira","BA","Máxima"
"1890","2905008","Caculé","BA","Alta"
"1891","2905107","Caém","BA","Média"
"1892","2905156","Caetanos","BA","Média"
"1893","2905206","Caetité","BA","Alta"
"1894","2905305","Cafarnaum","BA","Alta"
"1895","2905404","Cairu","BA","Baixa"
"1896","2905503","Caldeirão Grande","BA","Média"
"1897","2905602","Camacan","BA","Média"
"1898","2905701","Camaçari","BA","Baixa"
"1899","2905800","Camamu","BA","Média"
"1900","2905909","Campo Alegre de Lourdes","BA","Alta"
"1901","2906006","Campo Formoso","BA","Média"
"1902","2906105","Canápolis","BA","Alta"
"1903","2906204","Canarana","BA","Alta"
"1904","2906303","Canavieiras","BA","Baixa"
"1905","2906402","Candeal","BA","Baixa"
"1906","2906501","Candeias","BA","Média"
"1907","2906600","Candiba","BA","Alta"
"1908","2906709","Cândido Sales","BA","Alta"
"1909","2906808","Cansanção","BA","Alta"
"1910","2906824","Canudos","BA","Média"
"1911","2906857","Capela do Alto Alegre","BA","Média"
"1912","2906873","Capim Grosso","BA","Baixa"
"1913","2906899","Caraíbas","BA","Alta"
"1914","2906907","Caravelas","BA","Máxima"
"1915","2907004","Cardeal da Silva","BA","Alta"
"1916","2907103","Carinhanha","BA","Média"
"1917","2907202","Casa Nova","BA","Média"
"1918","2907301","Castro Alves","BA","Alta"
"1919","2907400","Catolândia","BA","Alta"
"1920","2907509","Catu","BA","Baixa"
"1921","2907558","Caturama","BA","Alta"
"1922","2907608","Central","BA","Alta"
"1923","2907707","Chorrochó","BA","Alta"
"1924","2907806","Cícero Dantas","BA","Alta"
"1925","2907905","Cipó","BA","Média"
"1926","2908002","Coaraci","BA","Média"
"1927","2908101","Cocos","BA","Média"
"1928","2908200","Conceição da Feira","BA","Alta"
"1929","2908309","Conceição do Almeida","BA","Alta"
"1930","2908408","Conceição do Coité","BA","Média"
"1931","2908507","Conceição do Jacuípe","BA","Média"
"1932","2908606","Conde","BA","Média"
"1933","2908705","Condeúba","BA","Média"
"1934","2908804","Contendas do Sincorá","BA","Média"
"1935","2908903","Coração de Maria","BA","Alta"
"1936","2909000","Cordeiros","BA","Média"
"1937","2909109","Coribe","BA","Média"
"1938","2909208","Coronel João Sá","BA","Alta"
"1939","2909307","Correntina","BA","Alta"
"1940","2909406","Cotegipe","BA","Máxima"
"1941","2909505","Cravolândia","BA","Média"
"1942","2909604","Crisópolis","BA","Média"
"1943","2909703","Cristópolis","BA","Máxima"
"1944","2909802","Cruz das Almas","BA","Alta"
"1945","2909901","Curaçá","BA","Média"
"1946","2910008","Dário Meira","BA","Alta"
"1947","2910057","Dias d'Ávila","BA","Baixa"
"1948","2910107","Dom Basílio","BA","Média"
"1949","2910206","Dom Macedo Costa","BA","Média"
"1950","2910305","Elísio Medrado","BA","Média"
"1951","2910404","Encruzilhada","BA","Média"
"1952","2910503","Entre Rios","BA","Média"
"1953","2910602","Esplanada","BA","Alta"
"1954","2910701","Euclides da Cunha","BA","Média"
"1955","2910727","Eunápolis","BA","Máxima"
"1956","2910750","Fátima","BA","Alta"
"1957","2910776","Feira da Mata","BA","Alta"
"1958","2910800","Feira de Santana","BA","Alta"
"1959","2910859","Filadélfia","BA","Média"
"1960","2910909","Firmino Alves","BA","Baixa"
"1961","2911006","Floresta Azul","BA","Média"
"1962","2911105","Formosa do Rio Preto","BA","Alta"
"1963","2911204","Gandu","BA","Baixa"
"1964","2911253","Gavião","BA","Baixa"
"1965","2911303","Gentio do Ouro","BA","Baixa"
"1966","2911402","Glória","BA","Alta"
"1967","2911501","Gongogi","BA","Alta"
"1968","2911600","Governador Mangabeira","BA","Máxima"
"1969","2911659","Guajeru","BA","Alta"
"1970","2911709","Guanambi","BA","Alta"
"1971","2911808","Guaratinga","BA","Média"
"1972","2911857","Heliópolis","BA","Alta"
"1973","2911907","Iaçu","BA","Alta"
"1974","2912004","Ibiassucê","BA","Alta"
"1975","2912103","Ibicaraí","BA","Média"
"1976","2912202","Ibicoara","BA","Baixa"
"1977","2912301","Ibicuí","BA","Baixa"
"1978","2912400","Ibipeba","BA","Média"
"1979","2912509","Ibipitanga","BA","Média"
"1980","2912608","Ibiquera","BA","Alta"
"1981","2912707","Ibirapitanga","BA","Alta"
"1982","2912806","Ibirapuã","BA","Alta"
"1983","2912905","Ibirataia","BA","Média"
"1984","2913002","Ibitiara","BA","Média"
"1985","2913101","Ibititá","BA","Média"
"1986","2913200","Ibotirama","BA","Alta"
"1987","2913309","Ichu","BA","Média"
"1988","2913408","Igaporã","BA","Alta"
"1989","2913457","Igrapiúna","BA","Média"
"1990","2913507","Iguaí","BA","Média"
"1991","2913606","Ilhéus","BA","Média"
"1992","2913705","Inhambupe","BA","Alta"
"1993","2913804","Ipecaetá","BA","Alta"
"1994","2913903","Ipiaú","BA","Alta"
"1995","2914000","Ipirá","BA","Alta"
"1996","2914109","Ipupiara","BA","Média"
"1997","2914208","Irajuba","BA","Média"
"1998","2914307","Iramaia","BA","Alta"
"1999","2914406","Iraquara","BA","Alta"
"2000","2914505","Irará","BA","Média"
"2001","2914604","Irecê","BA","Alta"
"2002","2914653","Itabela","BA","Alta"
"2003","2914703","Itaberaba","BA","Alta"
"2004","2914802","Itabuna","BA","Baixa"
"2005","2914901","Itacaré","BA","Média"
"2006","2915007","Itaeté","BA","Alta"
"2007","2915106","Itagi","BA","Baixa"
"2008","2915205","Itagibá","BA","Alta"
"2009","2915304","Itagimirim","BA","Máxima"
"2010","2915353","Itaguaçu da Bahia","BA","Alta"
"2011","2915403","Itaju do Colônia","BA","Média"
"2012","2915502","Itajuípe","BA","Média"
"2013","2915601","Itamaraju","BA","Máxima"
"2014","2915700","Itamari","BA","Baixa"
"2015","2915809","Itambé","BA","Alta"
"2016","2915908","Itanagra","BA","Média"
"2017","2916005","Itanhém","BA","Alta"
"2018","2916104","Itaparica","BA","Baixa"
"2019","2916203","Itapé","BA","Alta"
"2020","2916302","Itapebi","BA","Alta"
"2021","2916401","Itapetinga","BA","Média"
"2022","2916500","Itapicuru","BA","Alta"
"2023","2916609","Itapitanga","BA","Baixa"
"2024","2916708","Itaquara","BA","Média"
"2025","2916807","Itarantim","BA","Média"
"2026","2916856","Itatim","BA","Alta"
"2027","2916906","Itiruçu","BA","Baixa"
"2028","2917003","Itiúba","BA","Alta"
"2029","2917102","Itororó","BA","Média"
"2030","2917201","Ituaçu","BA","Baixa"
"2031","2917300","Ituberá","BA","Baixa"
"2032","2917334","Iuiu","BA","Alta"
"2033","2917359","Jaborandi","BA","Média"
"2034","2917409","Jacaraci","BA","Baixa"
"2035","2917508","Jacobina","BA","Média"
"2036","2917607","Jaguaquara","BA","Média"
"2037","2917706","Jaguarari","BA","Alta"
"2038","2917805","Jaguaripe","BA","Alta"
"2039","2917904","Jandaíra","BA","Baixa"
"2040","2918001","Jequié","BA","Máxima"
"2041","2918100","Jeremoabo","BA","Alta"
"2042","2918209","Jiquiriçá","BA","Média"
"2043","2918308","Jitaúna","BA","Média"
"2044","2918357","João Dourado","BA","Alta"
"2045","2918407","Juazeiro","BA","Média"
"2046","2918456","Jucuruçu","BA","Alta"
"2047","2918506","Jussara","BA","Máxima"
"2048","2918555","Jussari","BA","Média"
"2049","2918605","Jussiape","BA","Média"
"2050","2918704","Lafaiete Coutinho","BA","Alta"
"2051","2918753","Lagoa Real","BA","Baixa"
"2052","2918803","Laje","BA","Alta"
"2053","2918902","Lajedão","BA","Alta"
"2054","2919009","Lajedinho","BA","Alta"
"2055","2919058","Lajedo do Tabocal","BA","Baixa"
"2056","2919108","Lamarão","BA","Baixa"
"2057","2919157","Lapão","BA","Alta"
"2058","2919207","Lauro de Freitas","BA","Média"
"2059","2919306","Lençóis","BA","Média"
"2060","2919405","Licínio de Almeida","BA","Alta"
"2061","2919504","Livramento de Nossa Senhora","BA","Baixa"
"2062","2919553","Luís Eduardo Magalhães","BA","Máxima"
"2063","2919603","Macajuba","BA","Alta"
"2064","2919702","Macarani","BA","Média"
"2065","2919801","Macaúbas","BA","Média"
"2066","2919900","Macururé","BA","Baixa"
"2067","2919926","Madre de Deus","BA","Média"
"2068","2919959","Maetinga","BA","Média"
"2069","2920007","Maiquinique","BA","Média"
"2070","2920106","Mairi","BA","Média"
"2071","2920205","Malhada","BA","Alta"
