"","CDMUN","NMMUN","SGUF","ISH"
"2728","3141900","Minduri","MG","Alta"
"2729","3142007","Mirabela","MG","Média"
"2730","3142106","Miradouro","MG","Máxima"
"2731","3142205","Miraí","MG","Média"
"2732","3142254","Miravânia","MG","Alta"
"2733","3142304","Moeda","MG","Média"
"2734","3142403","Moema","MG","Alta"
"2735","3142502","Monjolos","MG","Média"
"2736","3142601","Monsenhor Paulo","MG","Alta"
"2737","3142700","Montalvânia","MG","Alta"
"2738","3142809","Monte Alegre de Minas","MG","Alta"
"2739","3142908","Monte Azul","MG","Média"
"2740","3143005","Monte Belo","MG","Média"
"2741","3143104","Monte Carmelo","MG","Máxima"
"2742","3143153","Monte Formoso","MG","Média"
"2743","3143203","Monte Santo de Minas","MG","Média"
"2744","3143302","Montes Claros","MG","Baixa"
"2745","3143401","Monte Sião","MG","Média"
"2746","3143450","Montezuma","MG","Média"
"2747","3143500","Morada Nova de Minas","MG","Alta"
"2748","3143609","Morro da Garça","MG","Máxima"
"2749","3143708","Morro do Pilar","MG","Alta"
"2750","3143807","Munhoz","MG","Média"
"2751","3143906","Muriaé","MG","Alta"
"2752","3144003","Mutum","MG","Alta"
"2753","3144102","Muzambinho","MG","Alta"
"2754","3144201","Nacip Raydan","MG","Média"
"2755","3144300","Nanuque","MG","Alta"
"2756","3144359","Naque","MG","Alta"
"2757","3144375","Natalândia","MG","Média"
"2758","3144409","Natércia","MG","Alta"
"2759","3144508","Nazareno","MG","Alta"
"2760","3144607","Nepomuceno","MG","Alta"
"2761","3144656","Ninheira","MG","Média"
"2762","3144672","Nova Belém","MG","Média"
"2763","3144706","Nova Era","MG","Máxima"
"2764","3144805","Nova Lima","MG","Média"
"2765","3144904","Nova Módica","MG","Máxima"
"2766","3145000","Nova Ponte","MG","Alta"
"2767","3145059","Nova Porteirinha","MG","Média"
"2768","3145109","Nova Resende","MG","Alta"
"2769","3145208","Nova Serrana","MG","Média"
"2770","3145307","Novo Cruzeiro","MG","Baixa"
"2771","3145356","Novo Oriente de Minas","MG","Média"
"2772","3145372","Novorizonte","MG","Média"
"2773","3145406","Olaria","MG","Máxima"
"2774","3145455","Olhos-d'Água","MG","Alta"
"2775","3145505","Olímpio Noronha","MG","Média"
"2776","3145604","Oliveira","MG","Alta"
"2777","3145703","Oliveira Fortes","MG","Alta"
"2778","3145802","Onça de Pitangui","MG","Alta"
"2779","3145851","Oratórios","MG","Alta"
"2780","3145877","Orizânia","MG","Alta"
"2781","3145901","Ouro Branco","MG","Alta"
"2782","3146008","Ouro Fino","MG","Média"
"2783","3146107","Ouro Preto","MG","Média"
"2784","3146206","Ouro Verde de Minas","MG","Alta"
"2785","3146255","Padre Carvalho","MG","Máxima"
"2786","3146305","Padre Paraíso","MG","Média"
"2787","3146404","Paineiras","MG","Alta"
"2788","3146503","Pains","MG","Média"
"2789","3146552","Pai Pedro","MG","Média"
"2790","3146602","Paiva","MG","Média"
"2791","3146701","Palma","MG","Máxima"
"2792","3146750","Palmópolis","MG","Máxima"
"2793","3146909","Papagaios","MG","Alta"
"2794","3147006","Paracatu","MG","Média"
"2795","3147105","Pará de Minas","MG","Alta"
"2796","3147204","Paraguaçu","MG","Alta"
"2797","3147303","Paraisópolis","MG","Média"
"2798","3147402","Paraopeba","MG","Alta"
"2799","3147501","Passabém","MG","Alta"
"2800","3147600","Passa Quatro","MG","Alta"
"2801","3147709","Passa Tempo","MG","Alta"
"2802","3147808","Passa Vinte","MG","Alta"
"2803","3147907","Passos","MG","Média"
"2804","3147956","Patis","MG","Média"
"2805","3148004","Patos de Minas","MG","Alta"
"2806","3148103","Patrocínio","MG","Média"
"2807","3148202","Patrocínio do Muriaé","MG","Alta"
"2808","3148301","Paula Cândido","MG","Máxima"
"2809","3148400","Paulistas","MG","Alta"
"2810","3148509","Pavão","MG","Alta"
"2811","3148608","Peçanha","MG","Alta"
"2812","3148707","Pedra Azul","MG","Alta"
"2813","3148756","Pedra Bonita","MG","Alta"
"2814","3148806","Pedra do Anta","MG","Alta"
"2815","3148905","Pedra do Indaiá","MG","Alta"
"2816","3149002","Pedra Dourada","MG","Alta"
"2817","3149101","Pedralva","MG","Alta"
"2818","3149150","Pedras de Maria da Cruz","MG","Alta"
"2819","3149200","Pedrinópolis","MG","Alta"
"2820","3149309","Pedro Leopoldo","MG","Média"
"2821","3149408","Pedro Teixeira","MG","Média"
"2822","3149507","Pequeri","MG","Média"
"2823","3149606","Pequi","MG","Alta"
"2824","3149705","Perdigão","MG","Média"
"2825","3149804","Perdizes","MG","Alta"
"2826","3149903","Perdões","MG","Média"
"2827","3149952","Periquito","MG","Alta"
"2828","3150000","Pescador","MG","Média"
"2829","3150109","Piau","MG","Alta"
"2830","3150158","Piedade de Caratinga","MG","Alta"
"2831","3150208","Piedade de Ponte Nova","MG","Máxima"
"2832","3150307","Piedade do Rio Grande","MG","Máxima"
"2833","3150406","Piedade dos Gerais","MG","Alta"
"2834","3150505","Pimenta","MG","Alta"
"2835","3150539","Pingo d'Água","MG","Alta"
"2836","3150570","Pintópolis","MG","Alta"
"2837","3150604","Piracema","MG","Alta"
"2838","3150703","Pirajuba","MG","Média"
"2839","3150802","Piranga","MG","Alta"
"2840","3150901","Piranguçu","MG","Alta"
"2841","3151008","Piranguinho","MG","Alta"
"2842","3151107","Pirapetinga","MG","Alta"
"2843","3151206","Pirapora","MG","Média"
"2844","3151305","Piraúba","MG","Média"
"2845","3151404","Pitangui","MG","Alta"
"2846","3151503","Piumhi","MG","Alta"
"2847","3151602","Planura","MG","Alta"
"2848","3151701","Poço Fundo","MG","Alta"
"2849","3151800","Poços de Caldas","MG","Média"
"2850","3151909","Pocrane","MG","Baixa"
"2851","3152006","Pompéu","MG","Média"
"2852","3152105","Ponte Nova","MG","Média"
"2853","3152131","Ponto Chique","MG","Média"
"2854","3152170","Ponto dos Volantes","MG","Média"
"2855","3152204","Porteirinha","MG","Média"
"2856","3152303","Porto Firme","MG","Alta"
"2857","3152402","Poté","MG","Média"
"2858","3152501","Pouso Alegre","MG","Alta"
"2859","3152600","Pouso Alto","MG","Média"
"2860","3152709","Prados","MG","Alta"
"2861","3152808","Prata","MG","Alta"
"2862","3152907","Pratápolis","MG","Máxima"
"2863","3153004","Pratinha","MG","Alta"
"2864","3153103","Presidente Bernardes","MG","Alta"
"2865","3153202","Presidente Juscelino","MG","Máxima"
"2866","3153301","Presidente Kubitschek","MG","Alta"
"2867","3153400","Presidente Olegário","MG","Alta"
"2868","3153509","Alto Jequitibá","MG","Máxima"
"2869","3153608","Prudente de Morais","MG","Média"
"2870","3153707","Quartel Geral","MG","Alta"
"2871","3153806","Queluzito","MG","Máxima"
"2872","3153905","Raposos","MG","Média"
"2873","3154002","Raul Soares","MG","Máxima"
"2874","3154101","Recreio","MG","Alta"
"2875","3154150","Reduto","MG","Baixa"
"2876","3154200","Resende Costa","MG","Alta"
"2877","3154309","Resplendor","MG","Média"
"2878","3154408","Ressaquinha","MG","Máxima"
"2879","3154457","Riachinho","MG","Alta"
"2880","3154507","Riacho dos Machados","MG","Baixa"
"2881","3154606","Ribeirão das Neves","MG","Baixa"
"2882","3154705","Ribeirão Vermelho","MG","Máxima"
"2883","3154804","Rio Acima","MG","Média"
"2884","3154903","Rio Casca","MG","Alta"
"2885","3155009","Rio Doce","MG","Alta"
"2886","3155108","Rio do Prado","MG","Média"
"2887","3155207","Rio Espera","MG","Alta"
"2888","3155306","Rio Manso","MG","Alta"
"2889","3155405","Rio Novo","MG","Alta"
"2890","3155504","Rio Paranaíba","MG","Alta"
"2891","3155603","Rio Pardo de Minas","MG","Baixa"
"2892","3155702","Rio Piracicaba","MG","Alta"
"2893","3155801","Rio Pomba","MG","Alta"
"2894","3155900","Rio Preto","MG","Alta"
"2895","3156007","Rio Vermelho","MG","Média"
"2896","3156106","Ritápolis","MG","Alta"
"2897","3156205","Rochedo de Minas","MG","Alta"
"2898","3156304","Rodeiro","MG","Alta"
"2899","3156403","Romaria","MG","Média"
"2900","3156452","Rosário da Limeira","MG","Alta"
"2901","3156502","Rubelita","MG","Alta"
"2902","3156601","Rubim","MG","Média"
"2903","3156700","Sabará","MG","Baixa"
"2904","3156809","Sabinópolis","MG","Alta"
"2905","3156908","Sacramento","MG","Alta"
"2906","3157005","Salinas","MG","Máxima"
"2907","3157104","Salto da Divisa","MG","Máxima"
"2908","3157203","Santa Bárbara","MG","Média"
"2909","3157252","Santa Bárbara do Leste","MG","Média"
"2910","3157278","Santa Bárbara do Monte Verde","MG","Média"
"2911","3157302","Santa Bárbara do Tugúrio","MG","Máxima"
"2912","3157336","Santa Cruz de Minas","MG","Média"
"2913","3157377","Santa Cruz de Salinas","MG","Média"
"2914","3157401","Santa Cruz do Escalvado","MG","Média"
"2915","3157500","Santa Efigênia de Minas","MG","Baixa"
"2916","3157609","Santa Fé de Minas","MG","Média"
"2917","3157658","Santa Helena de Minas","MG","Média"
"2918","3157708","Santa Juliana","MG","Máxima"
"2919","3157807","Santa Luzia","MG","Baixa"
"2920","3157906","Santa Margarida","MG","Alta"
"2921","3158003","Santa Maria de Itabira","MG","Alta"
"2922","3158102","Santa Maria do Salto","MG","Máxima"
"2923","3158201","Santa Maria do Suaçuí","MG","Alta"
"2924","3158300","Santana da Vargem","MG","Alta"
"2925","3158409","Santana de Cataguases","MG","Alta"
"2926","3158508","Santana de Pirapama","MG","Média"
"2927","3158607","Santana do Deserto","MG","Alta"
"2928","3158706","Santana do Garambéu","MG","Alta"
"2929","3158805","Santana do Jacaré","MG","Alta"
"2930","3158904","Santana do Manhuaçu","MG","Alta"
"2931","3158953","Santana do Paraíso","MG","Alta"
"2932","3159001","Santana do Riacho","MG","Alta"
"2933","3159100","Santana dos Montes","MG","Alta"
"2934","3159209","Santa Rita de Caldas","MG","Alta"
"2935","3159308","Santa Rita de Jacutinga","MG","Alta"
"2936","3159357","Santa Rita de Minas","MG","Alta"
"2937","3159407","Santa Rita de Ibitipoca","MG","Alta"
"2938","3159506","Santa Rita do Itueto","MG","Média"
"2939","3159605","Santa Rita do Sapucaí","MG","Máxima"
"2940","3159704","Santa Rosa da Serra","MG","Média"
"2941","3159803","Santa Vitória","MG","Alta"
"2942","3159902","Santo Antônio do Amparo","MG","Alta"
"2943","3160009","Santo Antônio do Aventureiro","MG","Alta"
"2944","3160108","Santo Antônio do Grama","MG","Máxima"
"2945","3160207","Santo Antônio do Itambé","MG","Alta"
"2946","3160306","Santo Antônio do Jacinto","MG","Alta"
"2947","3160405","Santo Antônio do Monte","MG","Alta"
"2948","3160454","Santo Antônio do Retiro","MG","Média"
"2949","3160504","Santo Antônio do Rio Abaixo","MG","Média"
"2950","3160603","Santo Hipólito","MG","Média"
"2951","3160702","Santos Dumont","MG","Média"
"2952","3160801","São Bento Abade","MG","Alta"
"2953","3160900","São Brás do Suaçuí","MG","Alta"
"2954","3160959","São Domingos das Dores","MG","Alta"
"2955","3161007","São Domingos do Prata","MG","Média"
"2956","3161056","São Félix de Minas","MG","Alta"
"2957","3161106","São Francisco","MG","Alta"
"2958","3161205","São Francisco de Paula","MG","Alta"
"2959","3161304","São Francisco de Sales","MG","Alta"
"2960","3161403","São Francisco do Glória","MG","Máxima"
"2961","3161502","São Geraldo","MG","Média"
"2962","3161601","São Geraldo da Piedade","MG","Alta"
"2963","3161650","São Geraldo do Baixio","MG","Baixa"
"2964","3161700","São Gonçalo do Abaeté","MG","Média"
"2965","3161809","São Gonçalo do Pará","MG","Média"
"2966","3161908","São Gonçalo do Rio Abaixo","MG","Alta"
"2967","3162005","São Gonçalo do Sapucaí","MG","Alta"
"2968","3162104","São Gotardo","MG","Média"
"2969","3162203","São João Batista do Glória","MG","Máxima"
"2970","3162252","São João da Lagoa","MG","Média"
"2971","3162302","São João da Mata","MG","Máxima"
"2972","3162401","São João da Ponte","MG","Baixa"
"2973","3162450","São João das Missões","MG","Baixa"
"2974","3162500","São João del Rei","MG","Média"
"2975","3162559","São João do Manhuaçu","MG","Média"
"2976","3162575","São João do Manteninha","MG","Baixa"
"2977","3162609","São João do Oriente","MG","Máxima"
"2978","3162658","São João do Pacuí","MG","Média"
"2979","3162708","São João do Paraíso","MG","Média"
"2980","3162807","São João Evangelista","MG","Média"
"2981","3162906","São João Nepomuceno","MG","Média"
"2982","3162922","São Joaquim de Bicas","MG","Média"
"2983","3162948","São José da Barra","MG","Máxima"
"2984","3162955","São José da Lapa","MG","Média"
"2985","3163003","São José da Safira","MG","Baixa"
"2986","3163102","São José da Varginha","MG","Alta"
"2987","3163201","São José do Alegre","MG","Alta"
"2988","3163300","São José do Divino","MG","Baixa"
"2989","3163409","São José do Goiabal","MG","Média"
"2990","3163508","São José do Jacuri","MG","Média"
"2991","3163607","São José do Mantimento","MG","Média"
"2992","3163706","São Lourenço","MG","Máxima"
"2993","3163805","São Miguel do Anta","MG","Alta"
"2994","3163904","São Pedro da União","MG","Alta"
"2995","3164001","São Pedro dos Ferros","MG","Média"
"2996","3164100","São Pedro do Suaçuí","MG","Média"
"2997","3164209","São Romão","MG","Média"
"2998","3164308","São Roque de Minas","MG","Alta"
"2999","3164407","São Sebastião da Bela Vista","MG","Média"
"3000","3164431","São Sebastião da Vargem Alegre","MG","Média"
"3001","3164472","São Sebastião do Anta","MG","Alta"
"3002","3164506","São Sebastião do Maranhão","MG","Baixa"
"3003","3164605","São Sebastião do Oeste","MG","Máxima"
"3004","3164704","São Sebastião do Paraíso","MG","Alta"
"3005","3164803","São Sebastião do Rio Preto","MG","Média"
"3006","3164902","São Sebastião do Rio Verde","MG","Alta"
"3007","3165008","São Tiago","MG","Alta"
"3008","3165107","São Tomás de Aquino","MG","Máxima"
"3009","3165206","São Tomé das Letras","MG","Alta"
"3010","3165305","São Vicente de Minas","MG","Alta"
"3011","3165404","Sapucaí-Mirim","MG","Média"
"3012","3165503","Sardoá","MG","Alta"
"3013","3165537","Sarzedo","MG","Alta"
"3014","3165552","Setubinha","MG","Alta"
"3015","3165560","Sem-Peixe","MG","Média"
"3016","3165578","Senador Amaral","MG","Alta"
"3017","3165602","Senador Cortes","MG","Alta"
"3018","3165701","Senador Firmino","MG","Alta"
"3019","3165800","Senador José Bento","MG","Média"
"3020","3165909","Senador Modestino Gonçalves","MG","Alta"
"3021","3166006","Senhora de Oliveira","MG","Alta"
"3022","3166105","Senhora do Porto","MG","Alta"
"3023","3166204","Senhora dos Remédios","MG","Alta"
"3024","3166303","Sericita","MG","Média"
"3025","3166402","Seritinga","MG","Máxima"
"3026","3166501","Serra Azul de Minas","MG","Alta"
"3027","3166600","Serra da Saudade","MG","Máxima"
"3028","3166709","Serra dos Aimorés","MG","Alta"
"3029","3166808","Serra do Salitre","MG","Alta"
"3030","3166907","Serrania","MG","Média"
"3031","3166956","Serranópolis de Minas","MG","Média"
"3032","3167004","Serranos","MG","Alta"
"3033","3167103","Serro","MG","Alta"
"3034","3167202","Sete Lagoas","MG","Alta"
"3035","3167301","Silveirânia","MG","Máxima"
"3036","3167400","Silvianópolis","MG","Alta"
"3037","3167509","Simão Pereira","MG","Média"
"3038","3167608","Simonésia","MG","Alta"
"3039","3167707","Sobrália","MG","Alta"
"3040","3167806","Soledade de Minas","MG","Média"
"3041","3167905","Tabuleiro","MG","Máxima"
"3042","3168002","Taiobeiras","MG","Alta"
"3043","3168051","Taparuba","MG","Média"
"3044","3168101","Tapira","MG","Alta"
"3045","3168200","Tapiraí","MG","Alta"
"3046","3168309","Taquaraçu de Minas","MG","Alta"
"3047","3168408","Tarumirim","MG","Alta"
"3048","3168507","Teixeiras","MG","Alta"
"3049","3168606","Teófilo Otoni","MG","Baixa"
"3050","3168705","Timóteo","MG","Baixa"
"3051","3168804","Tiradentes","MG","Média"
"3052","3168903","Tiros","MG","Alta"
"3053","3169000","Tocantins","MG","Alta"
"3054","3169059","Tocos do Moji","MG","Alta"
"3055","3169109","Toledo","MG","Máxima"
"3056","3169208","Tombos","MG","Alta"
"3057","3169307","Três Corações","MG","Média"
"3058","3169356","Três Marias","MG","Alta"
"3059","3169406","Três Pontas","MG","Alta"
"3060","3169505","Tumiritinga","MG","Média"
"3061","3169604","Tupaciguara","MG","Média"
"3062","3169703","Turmalina","MG","Máxima"
"3063","3169802","Turvolândia","MG","Máxima"
"3064","3169901","Ubá","MG","Média"
"3065","3170008","Ubaí","MG","Média"
"3066","3170057","Ubaporanga","MG","Alta"
"3067","3170107","Uberaba","MG","Média"
"3068","3170206","Uberlândia","MG","Alta"
"3069","3170305","Umburatiba","MG","Alta"
"3070","3170404","Unaí","MG","Média"
"3071","3170438","União de Minas","MG","Alta"
"3072","3170479","Uruana de Minas","MG","Baixa"
"3073","3170503","Urucânia","MG","Média"
"3074","3170529","Urucuia","MG","Média"
"3075","3170578","Vargem Alegre","MG","Alta"
"3076","3170602","Vargem Bonita","MG","Máxima"
"3077","3170651","Vargem Grande do Rio Pardo","MG","Baixa"
"3078","3170701","Varginha","MG","Alta"
"3079","3170750","Varjão de Minas","MG","Alta"
"3080","3170800","Várzea da Palma","MG","Média"
"3081","3170909","Varzelândia","MG","Média"
"3082","3171006","Vazante","MG","Alta"
"3083","3171030","Verdelândia","MG","Alta"
"3084","3171071","Veredinha","MG","Média"
"3085","3171105","Veríssimo","MG","Máxima"
"3086","3171154","Vermelho Novo","MG","Média"
"3087","3171204","Vespasiano","MG","Média"
"3088","3171303","Viçosa","MG","Média"
"3089","3171402","Vieiras","MG","Máxima"
"3090","3171501","Mathias Lobato","MG","Alta"
"3091","3171600","Virgem da Lapa","MG","Alta"
"3092","3171709","Virgínia","MG","Média"
"3093","3171808","Virginópolis","MG","Alta"
"3094","3171907","Virgolândia","MG","Média"
"3095","3172004","Visconde do Rio Branco","MG","Alta"
"3096","3172103","Volta Grande","MG","Alta"
"3097","3172202","Wenceslau Braz","MG","Alta"
"3098","3200102","Afonso Cláudio","ES","Média"
"3099","3200136","Águia Branca","ES","Alta"
"3100","3200169","Água Doce do Norte","ES","Baixa"
"3101","3200201","Alegre","ES","Máxima"
"3102","3200300","Alfredo Chaves","ES","Alta"
"3103","3200359","Alto Rio Novo","ES","Alta"
"3104","3200409","Anchieta","ES","Alta"
"3105","3200508","Apiacá","ES","Média"
"3106","3200607","Aracruz","ES","Média"
"3107","3200706","Atílio Vivacqua","ES","Alta"
"3108","3200805","Baixo Guandu","ES","Alta"
"3109","3200904","Barra de São Francisco","ES","Baixa"
"3110","3201001","Boa Esperança","ES","Baixa"
"3111","3201100","Bom Jesus do Norte","ES","Alta"
"3112","3201159","Brejetuba","ES","Média"
"3113","3201209","Cachoeiro de Itapemirim","ES","Máxima"
"3114","3201308","Cariacica","ES","Média"
"3115","3201407","Castelo","ES","Alta"
"3116","3201506","Colatina","ES","Média"
"3117","3201605","Conceição da Barra","ES","Média"
"3118","3201704","Conceição do Castelo","ES","Alta"
"3119","3201803","Divino de São Lourenço","ES","Alta"
"3120","3201902","Domingos Martins","ES","Alta"
"3121","3202009","Dores do Rio Preto","ES","Média"
"3122","3202108","Ecoporanga","ES","Baixa"
"3123","3202207","Fundão","ES","Média"
"3124","3202256","Governador Lindenberg","ES","Baixa"
"3125","3202306","Guaçuí","ES","Alta"
"3126","3202405","Guarapari","ES","Média"
"3127","3202454","Ibatiba","ES","Média"
"3128","3202504","Ibiraçu","ES","Alta"
"3129","3202553","Ibitirama","ES","Alta"
"3130","3202603","Iconha","ES","Alta"
"3131","3202652","Irupi","ES","Alta"
"3132","3202702","Itaguaçu","ES","Média"
"3133","3202801","Itapemirim","ES","Média"
"3134","3202900","Itarana","ES","Baixa"
"3135","3203007","Iúna","ES","Alta"
"3136","3203056","Jaguaré","ES","Média"
"3137","3203106","Jerônimo Monteiro","ES","Média"
"3138","3203130","João Neiva","ES","Média"
"3139","3203163","Laranja da Terra","ES","Média"
"3140","3203205","Linhares","ES","Média"
"3141","3203304","Mantenópolis","ES","Média"
"3142","3203320","Marataízes","ES","Alta"
"3143","3203346","Marechal Floriano","ES","Média"
"3144","3203353","Marilândia","ES","Média"
"3145","3203403","Mimoso do Sul","ES","Média"
"3146","3203502","Montanha","ES","Média"
"3147","3203601","Mucurici","ES","Baixa"
"3148","3203700","Muniz Freire","ES","Média"
"3149","3203809","Muqui","ES","Alta"
"3150","3203908","Nova Venécia","ES","Alta"
"3151","3204005","Pancas","ES","Baixa"
"3152","3204054","Pedro Canário","ES","Média"
"3153","3204104","Pinheiros","ES","Baixa"
"3154","3204203","Piúma","ES","Alta"
"3155","3204252","Ponto Belo","ES","Baixa"
"3156","3204302","Presidente Kennedy","ES","Média"
"3157","3204351","Rio Bananal","ES","Alta"
"3158","3204401","Rio Novo do Sul","ES","Alta"
"3159","3204500","Santa Leopoldina","ES","Alta"
"3160","3204559","Santa Maria de Jetibá","ES","Média"
"3161","3204609","Santa Teresa","ES","Alta"
"3162","3204658","São Domingos do Norte","ES","Baixa"
"3163","3204708","São Gabriel da Palha","ES","Alta"
"3164","3204807","São José do Calçado","ES","Alta"
"3165","3204906","São Mateus","ES","Média"
"3166","3204955","São Roque do Canaã","ES","Máxima"
"3167","3205002","Serra","ES","Média"
"3168","3205010","Sooretama","ES","Alta"
"3169","3205036","Vargem Alta","ES","Média"
"3170","3205069","Venda Nova do Imigrante","ES","Média"
"3171","3205101","Viana","ES","Alta"
"3172","3205150","Vila Pavão","ES","Média"
"3173","3205176","Vila Valério","ES","Baixa"
"3174","3205200","Vila Velha","ES","Alta"
"3175","3205309","Vitória","ES","Média"
"3176","3300100","Angra dos Reis","RJ","Média"
"3177","3300159","Aperibé","RJ","Alta"
"3178","3300209","Araruama","RJ","Alta"
"3179","3300225","Areal","RJ","Alta"
"3180","3300233","Armação dos Búzios","RJ","Média"
"3181","3300258","Arraial do Cabo","RJ","Média"
"3182","3300308","Barra do Piraí","RJ","Média"
"3183","3300407","Barra Mansa","RJ","Alta"
"3184","3300456","Belford Roxo","RJ","Baixa"
"3185","3300506","Bom Jardim","RJ","Média"
"3186","3300605","Bom Jesus do Itabapoana","RJ","Alta"
"3187","3300704","Cabo Frio","RJ","Média"
"3188","3300803","Cachoeiras de Macacu","RJ","Alta"
"3189","3300902","Cambuci","RJ","Média"
"3190","3300936","Carapebus","RJ","Baixa"
"3191","3300951","Comendador Levy Gasparian","RJ","Média"
"3192","3301009","Campos dos Goytacazes","RJ","Média"
"3193","3301108","Cantagalo","RJ","Média"
"3194","3301157","Cardoso Moreira","RJ","Média"
"3195","3301207","Carmo","RJ","Média"
"3196","3301306","Casimiro de Abreu","RJ","Baixa"
"3197","3301405","Conceição de Macabu","RJ","Média"
"3198","3301504","Cordeiro","RJ","Média"
"3199","3301603","Duas Barras","RJ","Alta"
"3200","3301702","Duque de Caxias","RJ","Baixa"
"3201","3301801","Engenheiro Paulo de Frontin","RJ","Média"
"3202","3301850","Guapimirim","RJ","Baixa"
"3203","3301876","Iguaba Grande","RJ","Média"
"3204","3301900","Itaboraí","RJ","Mínima"
"3205","3302007","Itaguaí","RJ","Baixa"
"3206","3302056","Italva","RJ","Média"
"3207","3302106","Itaocara","RJ","Alta"
"3208","3302205","Itaperuna","RJ","Média"
"3209","3302254","Itatiaia","RJ","Média"
"3210","3302270","Japeri","RJ","Baixa"
"3211","3302304","Laje do Muriaé","RJ","Alta"
"3212","3302403","Macaé","RJ","Média"
"3213","3302452","Macuco","RJ","Alta"
"3214","3302502","Magé","RJ","Mínima"
"3215","3302601","Mangaratiba","RJ","Média"
"3216","3302700","Maricá","RJ","Mínima"
"3217","3302809","Mendes","RJ","Média"
"3218","3302858","Mesquita","RJ","Baixa"
"3219","3302908","Miguel Pereira","RJ","Alta"
"3220","3303005","Miracema","RJ","Média"
"3221","3303104","Natividade","RJ","Média"
"3222","3303203","Nilópolis","RJ","Baixa"
"3223","3303302","Niterói","RJ","Baixa"
"3224","3303401","Nova Friburgo","RJ","Máxima"
"3225","3303500","Nova Iguaçu","RJ","Baixa"
"3226","3303609","Paracambi","RJ","Baixa"
"3227","3303708","Paraíba do Sul","RJ","Média"
"3228","3303807","Paraty","RJ","Baixa"
"3229","3303856","Paty do Alferes","RJ","Baixa"
"3230","3303906","Petrópolis","RJ","Alta"
"3231","3303955","Pinheiral","RJ","Média"
"3232","3304003","Piraí","RJ","Baixa"
"3233","3304102","Porciúncula","RJ","Média"
"3234","3304110","Porto Real","RJ","Média"
"3235","3304128","Quatis","RJ","Alta"
"3236","3304144","Queimados","RJ","Baixa"
"3237","3304151","Quissamã","RJ","Média"
"3238","3304201","Resende","RJ","Alta"
"3239","3304300","Rio Bonito","RJ","Máxima"
"3240","3304409","Rio Claro","RJ","Alta"
"3241","3304508","Rio das Flores","RJ","Média"
"3242","3304524","Rio das Ostras","RJ","Média"
"3243","3304557","Rio de Janeiro","RJ","Baixa"
"3244","3304607","Santa Maria Madalena","RJ","Média"
"3245","3304706","Santo Antônio de Pádua","RJ","Média"
"3246","3304755","São Francisco de Itabapoana","RJ","Média"
"3247","3304805","São Fidélis","RJ","Média"
"3248","3304904","São Gonçalo","RJ","Baixa"
"3249","3305000","São João da Barra","RJ","Média"
"3250","3305109","São João de Meriti","RJ","Baixa"
"3251","3305133","São José de Ubá","RJ","Alta"
"3252","3305158","São José do Vale do Rio Preto","RJ","Máxima"
"3253","3305208","São Pedro da Aldeia","RJ","Média"
"3254","3305307","São Sebastião do Alto","RJ","Alta"
"3255","3305406","Sapucaia","RJ","Média"
"3256","3305505","Saquarema","RJ","Alta"
"3257","3305554","Seropédica","RJ","Baixa"
"3258","3305604","Silva Jardim","RJ","Alta"
"3259","3305703","Sumidouro","RJ","Média"
"3260","3305752","Tanguá","RJ","Média"
"3261","3305802","Teresópolis","RJ","Média"
"3262","3305901","Trajano de Moraes","RJ","Média"
"3263","3306008","Três Rios","RJ","Alta"
"3264","3306107","Valença","RJ","Média"
"3265","3306156","Varre-Sai","RJ","Média"
"3266","3306206","Vassouras","RJ","Alta"
"3267","3306305","Volta Redonda","RJ","Alta"
"3268","3500105","Adamantina","SP","Máxima"
"3269","3500204","Adolfo","SP","Alta"
"3270","3500303","Aguaí","SP","Média"
"3271","3500402","Águas da Prata","SP","Alta"
"3272","3500501","Águas de Lindóia","SP","Média"
"3273","3500550","Águas de Santa Bárbara","SP","Alta"
"3274","3500600","Águas de São Pedro","SP","Alta"
"3275","3500709","Agudos","SP","Média"
"3276","3500758","Alambari","SP","Máxima"
"3277","3500808","Alfredo Marcondes","SP","Alta"
"3278","3500907","Altair","SP","Média"
"3279","3501004","Altinópolis","SP","Alta"
"3280","3501103","Alto Alegre","SP","Alta"
"3281","3501152","Alumínio","SP","Média"
"3282","3501202","Álvares Florence","SP","Alta"
"3283","3501301","Álvares Machado","SP","Alta"
"3284","3501400","Álvaro de Carvalho","SP","Máxima"
"3285","3501509","Alvinlândia","SP","Alta"
"3286","3501608","Americana","SP","Média"
"3287","3501707","Américo Brasiliense","SP","Média"
"3288","3501806","Américo de Campos","SP","Máxima"
"3289","3501905","Amparo","SP","Média"
"3290","3502002","Analândia","SP","Alta"
"3291","3502101","Andradina","SP","Alta"
"3292","3502200","Angatuba","SP","Média"
"3293","3502309","Anhembi","SP","Alta"
"3294","3502408","Anhumas","SP","Alta"
"3295","3502507","Aparecida","SP","Alta"
"3296","3502606","Aparecida d'Oeste","SP","Máxima"
"3297","3502705","Apiaí","SP","Alta"
"3298","3502754","Araçariguama","SP","Média"
"3299","3502804","Araçatuba","SP","Média"
"3300","3502903","Araçoiaba da Serra","SP","Máxima"
"3301","3503000","Aramina","SP","Média"
"3302","3503109","Arandu","SP","Máxima"
"3303","3503158","Arapeí","SP","Máxima"
"3304","3503208","Araraquara","SP","Alta"
"3305","3503307","Araras","SP","Baixa"
"3306","3503356","Arco-Íris","SP","Máxima"
