codigo_municipio_ibge,pib_per_capita_preco_corrente,atividade_maior_valor_ad_bruto
172000,14765.92,"Administração, defesa, educação e saúde públicas e seguridade social"
172010,12023.81,"Administração, defesa, educação e saúde públicas e seguridade social"
172015,17236.5,"Administração, defesa, educação e saúde públicas e seguridade social"
172020,13478.48,"Administração, defesa, educação e saúde públicas e seguridade social"
172025,13748.97,"Administração, defesa, educação e saúde públicas e seguridade social"
172030,11445.99,"Administração, defesa, educação e saúde públicas e seguridade social"
172049,34613.32,"Agricultura, inclusive apoio à agricultura e a pós colheita"
172065,37170.32,"Agricultura, inclusive apoio à agricultura e a pós colheita"
172080,12678.94,"Administração, defesa, educação e saúde públicas e seguridade social"
172085,55677.68,"Agricultura, inclusive apoio à agricultura e a pós colheita"
172090,14300.16,"Administração, defesa, educação e saúde públicas e seguridade social"
172093,14344.75,"Administração, defesa, educação e saúde públicas e seguridade social"
172097,44176.23,"Agricultura, inclusive apoio à agricultura e a pós colheita"
172100,32452.56,Demais serviços
172110,17744.4,"Agricultura, inclusive apoio à agricultura e a pós colheita"
172120,15200.5,"Administração, defesa, educação e saúde públicas e seguridade social"
172125,49193.05,"Agricultura, inclusive apoio à agricultura e a pós colheita"
172130,12384.59,"Administração, defesa, educação e saúde públicas e seguridade social"
172208,12775.44,"Administração, defesa, educação e saúde públicas e seguridade social"
172210,28132.47,Indústrias de transformação
210005,23683.22,Demais serviços
210010,10937.18,"Administração, defesa, educação e saúde públicas e seguridade social"
210015,7084.82,"Administração, defesa, educação e saúde públicas e seguridade social"
210020,5983.07,"Administração, defesa, educação e saúde públicas e seguridade social"
210030,8018.87,"Administração, defesa, educação e saúde públicas e seguridade social"
210040,7512.63,"Administração, defesa, educação e saúde públicas e seguridade social"
210043,8770.52,"Administração, defesa, educação e saúde públicas e seguridade social"
210047,7221.77,"Administração, defesa, educação e saúde públicas e seguridade social"
210050,43877.65,"Agricultura, inclusive apoio à agricultura e a pós colheita"
210055,7841.48,"Administração, defesa, educação e saúde públicas e seguridade social"
210060,8010.3,"Administração, defesa, educação e saúde públicas e seguridade social"
210070,6804.7,"Administração, defesa, educação e saúde públicas e seguridade social"
210080,8817.78,"Administração, defesa, educação e saúde públicas e seguridade social"
210083,7028.9,"Administração, defesa, educação e saúde públicas e seguridade social"
210087,5842.31,"Administração, defesa, educação e saúde públicas e seguridade social"
210090,5902.11,"Administração, defesa, educação e saúde públicas e seguridade social"
210095,7688.94,"Administração, defesa, educação e saúde públicas e seguridade social"
210100,9107.14,"Administração, defesa, educação e saúde públicas e seguridade social"
210110,6931.14,"Administração, defesa, educação e saúde públicas e seguridade social"
210120,12869.25,Demais serviços
210125,18212.68,Indústrias extrativas
210130,5988.01,"Administração, defesa, educação e saúde públicas e seguridade social"
210135,6746.29,"Administração, defesa, educação e saúde públicas e seguridade social"
210140,49786.61,"Agricultura, inclusive apoio à agricultura e a pós colheita"
210150,11816.72,"Administração, defesa, educação e saúde públicas e seguridade social"
210160,8452.38,"Administração, defesa, educação e saúde públicas e seguridade social"
210170,7938.48,"Administração, defesa, educação e saúde públicas e seguridade social"
210173,7722.83,"Administração, defesa, educação e saúde públicas e seguridade social"
210177,7579.26,"Administração, defesa, educação e saúde públicas e seguridade social"
210180,10454.15,"Administração, defesa, educação e saúde públicas e seguridade social"
210190,6261.69,"Administração, defesa, educação e saúde públicas e seguridade social"
210193,8945.54,"Administração, defesa, educação e saúde públicas e seguridade social"
210197,7160.76,"Administração, defesa, educação e saúde públicas e seguridade social"
210200,8125.85,"Administração, defesa, educação e saúde públicas e seguridade social"
210203,9517.12,"Administração, defesa, educação e saúde públicas e seguridade social"
210207,6220.87,"Administração, defesa, educação e saúde públicas e seguridade social"
210210,9096.81,"Administração, defesa, educação e saúde públicas e seguridade social"
210215,6993.27,"Administração, defesa, educação e saúde públicas e seguridade social"
210220,8284.04,"Administração, defesa, educação e saúde públicas e seguridade social"
210230,7892.85,"Administração, defesa, educação e saúde públicas e seguridade social"
210232,9162.96,"Administração, defesa, educação e saúde públicas e seguridade social"
210235,7367.75,"Administração, defesa, educação e saúde públicas e seguridade social"
210237,6025.26,"Administração, defesa, educação e saúde públicas e seguridade social"
210240,5619.37,"Administração, defesa, educação e saúde públicas e seguridade social"
210250,5748.61,"Administração, defesa, educação e saúde públicas e seguridade social"
210255,13475.45,"Agricultura, inclusive apoio à agricultura e a pós colheita"
210260,7355.68,"Administração, defesa, educação e saúde públicas e seguridade social"
210270,6156.45,"Administração, defesa, educação e saúde públicas e seguridade social"
210275,17241.23,"Administração, defesa, educação e saúde públicas e seguridade social"
210280,20407.16,"Agricultura, inclusive apoio à agricultura e a pós colheita"
210290,8575.65,"Administração, defesa, educação e saúde públicas e seguridade social"
210300,11564.24,"Administração, defesa, educação e saúde públicas e seguridade social"
210310,6615.41,"Administração, defesa, educação e saúde públicas e seguridade social"
210312,5370.71,"Administração, defesa, educação e saúde públicas e seguridade social"
210315,6279.13,"Administração, defesa, educação e saúde públicas e seguridade social"
210317,7114.24,"Administração, defesa, educação e saúde públicas e seguridade social"
210320,9880.06,"Administração, defesa, educação e saúde públicas e seguridade social"
210325,11859.88,"Administração, defesa, educação e saúde públicas e seguridade social"
210330,8971.68,"Administração, defesa, educação e saúde públicas e seguridade social"
210340,7828.56,"Administração, defesa, educação e saúde públicas e seguridade social"
210350,11102,"Administração, defesa, educação e saúde públicas e seguridade social"
210355,8146.21,"Administração, defesa, educação e saúde públicas e seguridade social"
210360,7318,"Administração, defesa, educação e saúde públicas e seguridade social"
210370,7067.57,"Administração, defesa, educação e saúde públicas e seguridade social"
210375,12006.86,"Administração, defesa, educação e saúde públicas e seguridade social"
210380,10487.88,"Administração, defesa, educação e saúde públicas e seguridade social"
210390,6893.6,"Administração, defesa, educação e saúde públicas e seguridade social"
210400,8622.3,"Administração, defesa, educação e saúde públicas e seguridade social"
210405,23101.62,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
210407,10413.35,"Administração, defesa, educação e saúde públicas e seguridade social"
210408,8051.5,"Administração, defesa, educação e saúde públicas e seguridade social"
210409,8368.05,"Administração, defesa, educação e saúde públicas e seguridade social"
210410,18227.18,"Agricultura, inclusive apoio à agricultura e a pós colheita"
210420,7104.7,"Administração, defesa, educação e saúde públicas e seguridade social"
210430,110710.83,Indústrias extrativas
210440,7397.33,"Administração, defesa, educação e saúde públicas e seguridade social"
210450,7608.4,"Administração, defesa, educação e saúde públicas e seguridade social"
210455,17418.04,Indústrias de transformação
210460,7746.92,"Administração, defesa, educação e saúde públicas e seguridade social"
210462,8384.51,"Administração, defesa, educação e saúde públicas e seguridade social"
210465,7369.44,"Administração, defesa, educação e saúde públicas e seguridade social"
210467,8849.43,"Administração, defesa, educação e saúde públicas e seguridade social"
210470,7155.31,"Administração, defesa, educação e saúde públicas e seguridade social"
210480,11911.8,"Administração, defesa, educação e saúde públicas e seguridade social"
210490,7239.26,"Administração, defesa, educação e saúde públicas e seguridade social"
210500,5831.58,"Administração, defesa, educação e saúde públicas e seguridade social"
